STATION	STATION_NAME	DATE	SNWD	TMAX	TMIN	SNWD2	TMAX2	TMIN2	ELEV	LAT	LONG
USC00303983	HORNELL	19950101	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950102	9999	9999	9999	NA	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950103	9999	9999	9999	NA	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950104	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950105	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950106	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950107	25	9999	9999	25	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950108	25	9999	9999	25	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950109	25	9999	9999	25	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950110	25	9999	9999	25	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950111	25	9999	9999	25	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950112	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950113	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950114	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950115	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950116	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950117	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950118	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950119	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950120	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950121	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950122	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950123	0	9999	9999	0	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950124	25	9999	9999	25	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950125	51	9999	9999	51	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950126	76	9999	9999	76	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950127	102	9999	9999	102	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950128	127	9999	9999	127	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950129	127	9999	9999	127	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950130	127	9999	9999	127	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19950131	76	9999	9999	76	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960101	203	9999	9999	203	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960102	178	9999	9999	178	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960103	457	9999	9999	457	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960104	483	9999	9999	483	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960105	457	9999	9999	457	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960106	432	9999	9999	432	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960107	381	9999	9999	381	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960108	381	9999	9999	381	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960109	381	9999	9999	381	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960110	406	9999	9999	406	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960111	381	9999	9999	381	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960112	356	9999	9999	356	NA	NA	403.9	42.348	-77.704
USC00303983	HORNELL	19960113	330	9999	9999	330	NA	NA	403.9	42.348	-77.704
