STATION	NAME	DATE	SNWD	TMAX	TMIN	SNWD2	TMAX2	TMIN2	ELEV	LAT	LONG
USC00368692	SUSQUEHANNA	19950101	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950102	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950103	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950104	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950105	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950106	25	9999	9999	25	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950107	25	9999	9999	25	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950108	25	9999	9999	25	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950109	25	9999	9999	25	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950110	25	9999	9999	25	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950111	25	9999	9999	25	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950112	25	9999	9999	25	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950113	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950114	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950115	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950116	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950117	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950118	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950119	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950120	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950121	0	9999	9999	0	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950122	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950123	76	9999	9999	76	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950124	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950125	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950126	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950127	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950128	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950129	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950130	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19950131	51	9999	9999	51	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960101	305	9999	9999	305	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960102	229	9999	9999	229	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960103	356	9999	9999	356	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960104	406	9999	9999	406	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960105	381	9999	9999	381	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960106	381	9999	9999	381	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960107	381	9999	9999	381	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960108	584	9999	9999	584	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960109	508	9999	9999	508	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960110	533	9999	9999	533	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960111	533	9999	9999	533	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960112	483	9999	9999	483	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960113	813	9999	9999	813	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960114	762	9999	9999	762	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960115	711	9999	9999	711	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960116	610	9999	9999	610	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960117	533	9999	9999	533	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960118	483	9999	9999	483	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960119	203	9999	9999	203	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960120	9999	9999	9999	NA	NA	NA	277.4	41.9478	-75.6047
USC00368692	SUSQUEHANNA	19960121	102	9999	9999	102	NA	NA	277.4	41.9478	-75.6047
