STATION	STATION_NAME	DATE	SNWD	TMAX	TMIN	SNWD2	TMAX2	TMIN2	ELEV	LAT	LONG
USC00303444	GREENE	19950101	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950102	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950103	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950104	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950105	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950106	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950107	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950108	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950109	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950110	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950111	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950112	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950113	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950114	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950115	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950116	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950117	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950118	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950119	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950120	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950121	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950122	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950123	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950124	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950125	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950126	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950127	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950128	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950129	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950130	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19950131	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960101	178	9999	9999	178	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960102	178	9999	9999	178	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960103	356	9999	9999	356	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960104	330	9999	9999	330	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960105	330	9999	9999	330	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960106	330	9999	9999	330	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960107	305	9999	9999	305	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960108	305	9999	9999	305	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960109	305	9999	9999	305	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960110	356	9999	9999	356	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960111	406	9999	9999	406	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960112	356	9999	9999	356	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960113	533	9999	9999	533	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960114	483	9999	9999	483	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960115	381	9999	9999	381	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960116	381	9999	9999	381	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960117	330	9999	9999	330	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960118	279	9999	9999	279	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960119	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960120	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960121	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960122	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960123	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960124	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960125	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960126	9999	9999	9999	NA	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960127	9999	9999	9999	NA	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960128	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960129	9999	9999	9999	NA	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960130	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19960131	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970101	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970102	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970103	0	9999	9999	0	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970104	9999	9999	9999	NA	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970105	9999	9999	9999	NA	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970106	9999	9999	9999	NA	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970107	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970108	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970109	25	9999	9999	25	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970110	76	9999	9999	76	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970111	76	9999	9999	76	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970112	76	9999	9999	76	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970113	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970114	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970115	51	9999	9999	51	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970116	76	9999	9999	76	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970117	76	9999	9999	76	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970118	76	9999	9999	76	NA	NA	280.4	42.323	-75.771
USC00303444	GREENE	19970119	76	9999	9999	76	NA	NA	280.4	42.323	-75.771
