CatID,Sex,Age,Season,Photoperiod,DateGMT,TimeGMT,DateTimeET,DateTimeET2,DateET2,TIMEET2,TTF,Zone,SAT,x,y
137,M,A,DRY,DAY,20081212,175300,2.01E+11,20081212 1253,2008 12 12,1253,51,17R,5,464624.1385,2940964.509
137,M,A,DRY,DAY,20081212,180000,2.01E+11,20081212 1300,2008 12 12,1300,30,17R,5,464621.626,2941002.1
137,M,A,DRY,DAY,20081212,190000,2.01E+11,20081212 1400,2008 12 12,1400,49,17R,4,464750.7996,2941134.091
137,M,A,DRY,DAY,20081212,230000,2.01E+11,20081212 1800,2008 12 12,1800,30,17R,4,464468.8188,2940610.802
137,M,A,DRY,DAY,20081213,0,2.01E+11,20081212 1900,2008 12 12,1900,43,17R,5,464388.803,2940744.344
137,M,A,DRY,NIGHT,20081213,10000,2.01E+11,20081212 2000,2008 12 12,2000,30,17R,5,464491.731,2940583.273
137,M,A,DRY,NIGHT,20081213,20000,2.01E+11,20081212 2100,2008 12 12,2100,52,17R,4,464594.625,2940743.364
137,M,A,DRY,NIGHT,20081213,30000,2.01E+11,20081212 2200,2008 12 12,2200,43,17R,6,464481.8292,2940635.464
137,M,A,DRY,NIGHT,20081213,40000,2.01E+11,20081212 2300,2008 12 12,2300,30,17R,5,464511.4725,2940721.327
137,M,A,DRY,NIGHT,20081213,50000,2.01E+11,20081213 000,2008 12 13,0,43,17R,5,464565.9639,2940455.165
137,M,A,DRY,NIGHT,20081213,60000,2.01E+11,20081213 100,2008 12 13,100,43,17R,4,464417.0923,2940559.828
137,M,A,DRY,NIGHT,20081213,70000,2.01E+11,20081213 200,2008 12 13,200,30,17R,4,464420.1413,2940499.006
137,M,A,DRY,NIGHT,20081213,80000,2.01E+11,20081213 300,2008 12 13,300,70,17R,5,464558.4437,2940464.115
137,M,A,DRY,NIGHT,20081213,90000,2.01E+11,20081213 400,2008 12 13,400,50,17R,5,464448.9104,2940625.048
137,M,A,DRY,NIGHT,20081213,100000,2.01E+11,20081213 500,2008 12 13,500,33,17R,6,464517.538,2940606.318
137,M,A,DRY,NIGHT,20081213,110000,2.01E+11,20081213 600,2008 12 13,600,30,17R,4,464345.4769,2940688.522
137,M,A,DRY,DAY,20081213,120000,2.01E+11,20081213 700,2008 12 13,700,43,17R,4,464435.8362,2940457.337
137,M,A,DRY,DAY,20081213,130000,2.01E+11,20081213 800,2008 12 13,800,43,17R,4,463656.2498,2939611.459
137,M,A,DRY,DAY,20081213,140000,2.01E+11,20081213 900,2008 12 13,900,44,17R,4,463634.9447,2939191.946
137,M,A,DRY,DAY,20081213,150000,2.01E+11,20081213 1000,2008 12 13,1000,43,17R,7,463754.3604,2939160.654
137,M,A,DRY,DAY,20081213,160000,2.01E+11,20081213 1100,2008 12 13,1100,30,17R,6,463637.1638,2939117.738
137,M,A,DRY,DAY,20081213,170000,2.01E+11,20081213 1200,2008 12 13,1200,30,17R,5,463753.2514,2939231.252
137,M,A,DRY,DAY,20081213,180000,2.01E+11,20081213 1300,2008 12 13,1300,43,17R,4,463624.6322,2939208.671
137,M,A,DRY,DAY,20081213,190000,2.01E+11,20081213 1400,2008 12 13,1400,35,17R,7,463635.6474,2939118.8
137,M,A,DRY,DAY,20081213,200000,2.01E+11,20081213 1500,2008 12 13,1500,30,17R,5,463648.7634,2939096.053
137,M,A,DRY,DAY,20081213,210000,2.01E+11,20081213 1600,2008 12 13,1600,30,17R,5,463752.4858,2939273.795
137,M,A,DRY,DAY,20081213,220000,2.01E+11,20081213 1700,2008 12 13,1700,45,17R,7,463717.4458,2939120.928
137,M,A,DRY,DAY,20081213,230000,2.01E+11,20081213 1800,2008 12 13,1800,30,17R,6,463572.0334,2939035.595
137,M,A,DRY,DAY,20081214,0,2.01E+11,20081213 1900,2008 12 13,1900,30,17R,6,463538.6,2938560.133
137,M,A,DRY,NIGHT,20081214,10000,2.01E+11,20081213 2000,2008 12 13,2000,30,17R,5,462893.2768,2937821.105
137,M,A,DRY,NIGHT,20081214,20000,2.01E+11,20081213 2100,2008 12 13,2100,62,17R,6,462880.5299,2937859.271
137,M,A,DRY,NIGHT,20081214,30000,2.01E+11,20081213 2200,2008 12 13,2200,30,17R,5,462776.0417,2937778.629
137,M,A,DRY,NIGHT,20081214,40000,2.01E+11,20081213 2300,2008 12 13,2300,30,17R,5,462795.7403,2937933.003
137,M,A,DRY,NIGHT,20081214,50000,2.01E+11,20081214 000,2008 12 14,0,45,17R,5,462894.8011,2937872.492
137,M,A,DRY,NIGHT,20081214,60000,2.01E+11,20081214 100,2008 12 14,100,44,17R,4,461938.9475,2938285.922
137,M,A,DRY,NIGHT,20081214,70000,2.01E+11,20081214 200,2008 12 14,200,80,17R,3,461849.2552,2937025.632
137,M,A,DRY,NIGHT,20081214,80000,2.01E+11,20081214 300,2008 12 14,300,71,17R,5,461547.9067,2937452.786
137,M,A,DRY,NIGHT,20081214,90000,2.01E+11,20081214 400,2008 12 14,400,30,17R,4,461543.7781,2937427.235
137,M,A,DRY,NIGHT,20081214,100000,2.01E+11,20081214 500,2008 12 14,500,46,17R,6,461462.7771,2937578.806
137,M,A,DRY,NIGHT,20081214,110000,2.01E+11,20081214 600,2008 12 14,600,35,17R,4,461364.8829,2938770.545
137,M,A,DRY,DAY,20081214,120000,2.01E+11,20081214 700,2008 12 14,700,65,17R,5,461497.5759,2938818.871
137,M,A,DRY,DAY,20081214,130000,2.01E+11,20081214 800,2008 12 14,800,30,17R,4,461503.067,2938851.252
137,M,A,DRY,DAY,20081214,140000,2.01E+11,20081214 900,2008 12 14,900,53,17R,4,461367.7436,2938829.379
137,M,A,DRY,DAY,20081214,150000,2.01E+11,20081214 1000,2008 12 14,1000,45,17R,6,461486.979,2938801.705
137,M,A,DRY,DAY,20081214,160000,2.01E+11,20081214 1100,2008 12 14,1100,30,17R,5,461406.0293,2938831.351
137,M,A,DRY,DAY,20081214,170000,2.01E+11,20081214 1200,2008 12 14,1200,62,17R,6,461405.9218,2938724.626
137,M,A,DRY,DAY,20081214,190000,2.01E+11,20081214 1400,2008 12 14,1400,75,17R,3,461546.0698,2938728.999
137,M,A,DRY,DAY,20081214,200000,2.01E+11,20081214 1500,2008 12 14,1500,62,17R,4,461393.9293,2938766.698
137,M,A,DRY,DAY,20081214,210000,2.01E+11,20081214 1600,2008 12 14,1600,44,17R,6,461370.129,2938833.549
137,M,A,DRY,DAY,20081214,220000,2.01E+11,20081214 1700,2008 12 14,1700,30,17R,5,461512.9499,2938701.599
137,M,A,DRY,DAY,20081214,230000,2.01E+11,20081214 1800,2008 12 14,1800,30,17R,5,461378.8524,2938889.923
137,M,A,DRY,NIGHT,20081215,10000,2.01E+11,20081214 2000,2008 12 14,2000,51,17R,5,461370.8226,2938917.411
137,M,A,DRY,NIGHT,20081215,20000,2.01E+11,20081214 2100,2008 12 14,2100,62,17R,6,461456.9538,2938752.793
137,M,A,DRY,NIGHT,20081215,30000,2.01E+11,20081214 2200,2008 12 14,2200,30,17R,5,461515.594,2938897.017
137,M,A,DRY,NIGHT,20081215,40000,2.01E+11,20081214 2300,2008 12 14,2300,62,17R,5,461398.4087,2938736.892
137,M,A,DRY,NIGHT,20081215,50000,2.01E+11,20081215 000,2008 12 15,0,30,17R,4,461409.7961,2938894.801
137,M,A,DRY,NIGHT,20081215,60000,2.01E+11,20081215 100,2008 12 15,100,30,17R,4,461556.0337,2938767.622
137,M,A,DRY,NIGHT,20081215,70000,2.01E+11,20081215 200,2008 12 15,200,67,17R,4,461511.2232,2938865.04
137,M,A,DRY,NIGHT,20081215,80000,2.01E+11,20081215 300,2008 12 15,300,77,17R,4,461487.1473,2938801.655
137,M,A,DRY,NIGHT,20081215,90000,2.01E+11,20081215 400,2008 12 15,400,48,17R,4,461511.9523,2938889.2
137,M,A,DRY,NIGHT,20081215,110000,2.01E+11,20081215 600,2008 12 15,600,74,17R,5,461546.3033,2938722.72
137,M,A,DRY,DAY,20081215,120000,2.01E+11,20081215 700,2008 12 15,700,43,17R,5,461427.3107,2938708.852
137,M,A,DRY,DAY,20081215,130000,2.01E+11,20081215 800,2008 12 15,800,49,17R,4,461444.8849,2938773.478
137,M,A,DRY,DAY,20081215,190000,2.01E+11,20081215 1400,2008 12 15,1400,75,17R,5,461499.2024,2938912.321
137,M,A,DRY,DAY,20081215,200000,2.01E+11,20081215 1500,2008 12 15,1500,84,17R,5,461444.5693,2938842.301
137,M,A,DRY,DAY,20081215,210000,2.01E+11,20081215 1600,2008 12 15,1600,44,17R,4,461528.9382,2938833.485
137,M,A,DRY,DAY,20081215,220000,2.01E+11,20081215 1700,2008 12 15,1700,43,17R,4,461369.1067,2938767.226
137,M,A,DRY,DAY,20081215,230000,2.01E+11,20081215 1800,2008 12 15,1800,30,17R,4,461355.6251,2938801.116
137,M,A,DRY,DAY,20081216,0,2.01E+11,20081215 1900,2008 12 15,1900,45,17R,8,461868.4028,2938502.007
137,M,A,DRY,NIGHT,20081216,10000,2.01E+11,20081215 2000,2008 12 15,2000,30,17R,6,462141.7361,2940338.282
137,M,A,DRY,NIGHT,20081216,20000,2.01E+11,20081215 2100,2008 12 15,2100,30,17R,5,462415.7827,2942025.322
137,M,A,DRY,NIGHT,20081216,30000,2.01E+11,20081215 2200,2008 12 15,2200,61,17R,5,462255.6413,2943717.217
137,M,A,DRY,NIGHT,20081216,40000,2.01E+11,20081215 2300,2008 12 15,2300,30,17R,4,462505.2833,2944626.626
137,M,A,DRY,NIGHT,20081216,50000,2.01E+11,20081216 000,2008 12 16,0,45,17R,4,462406.0613,2945060.136
137,M,A,DRY,NIGHT,20081216,60000,2.01E+11,20081216 100,2008 12 16,100,44,17R,6,462952.0706,2947454.535
137,M,A,DRY,NIGHT,20081216,70000,2.01E+11,20081216 200,2008 12 16,200,30,17R,6,464755.0127,2946520.713
137,M,A,DRY,NIGHT,20081216,80000,2.01E+11,20081216 300,2008 12 16,300,37,17R,4,466018.6608,2945309.553
137,M,A,DRY,NIGHT,20081216,90000,2.01E+11,20081216 400,2008 12 16,400,30,17R,4,465856.6751,2945790.991
137,M,A,DRY,NIGHT,20081216,100000,2.01E+11,20081216 500,2008 12 16,500,45,17R,8,466760.766,2945178.695
137,M,A,DRY,NIGHT,20081216,110000,2.01E+11,20081216 600,2008 12 16,600,30,17R,6,467386.5464,2944084.125
137,M,A,DRY,DAY,20081216,120000,2.01E+11,20081216 700,2008 12 16,700,30,17R,5,467355.6807,2944124.321
137,M,A,DRY,DAY,20081216,130000,2.01E+11,20081216 800,2008 12 16,800,51,17R,4,467282.4479,2943879.976
137,M,A,DRY,DAY,20081216,140000,2.01E+11,20081216 900,2008 12 16,900,44,17R,5,467220.9226,2943970.884
137,M,A,DRY,DAY,20081216,150000,2.01E+11,20081216 1000,2008 12 16,1000,30,17R,5,467344.8483,2944117.741
137,M,A,DRY,DAY,20081216,160000,2.01E+11,20081216 1100,2008 12 16,1100,30,17R,4,467251.4477,2944026.598
137,M,A,DRY,DAY,20081216,170000,2.01E+11,20081216 1200,2008 12 16,1200,44,17R,4,467292.2881,2944062.344
137,M,A,DRY,DAY,20081216,180000,2.01E+11,20081216 1300,2008 12 16,1300,85,17R,3,467311.1186,2943957.975
137,M,A,DRY,DAY,20081216,190000,2.01E+11,20081216 1400,2008 12 16,1400,49,17R,4,467355.2084,2944151.816
137,M,A,DRY,DAY,20081216,210000,2.01E+11,20081216 1600,2008 12 16,1600,67,17R,4,467201.403,2944073.904
137,M,A,DRY,DAY,20081216,220000,2.01E+11,20081216 1700,2008 12 16,1700,30,17R,4,467249.8118,2944025.074
137,M,A,DRY,DAY,20081216,230000,2.01E+11,20081216 1800,2008 12 16,1800,43,17R,6,467355.3226,2943613.433
137,M,A,DRY,DAY,20081217,0,2.01E+11,20081216 1900,2008 12 16,1900,67,17R,7,466130.9797,2942110.1
137,M,A,DRY,NIGHT,20081217,10000,2.01E+11,20081216 2000,2008 12 16,2000,30,17R,6,466954.5211,2939954.894
137,M,A,DRY,NIGHT,20081217,20000,2.01E+11,20081216 2100,2008 12 16,2100,30,17R,5,468047.542,2938453.744
137,M,A,DRY,NIGHT,20081217,30000,2.01E+11,20081216 2200,2008 12 16,2200,44,17R,4,468970.6623,2938997.509
137,M,A,DRY,NIGHT,20081217,40000,2.01E+11,20081216 2300,2008 12 16,2300,44,17R,6,469525.9035,2937195.256
137,M,A,DRY,NIGHT,20081217,50000,2.01E+11,20081217 000,2008 12 17,0,30,17R,5,470614.4569,2935117.909
137,M,A,DRY,NIGHT,20081217,60000,2.01E+11,20081217 100,2008 12 17,100,30,17R,4,472078.3595,2933458.346
137,M,A,DRY,NIGHT,20081217,70000,2.01E+11,20081217 200,2008 12 17,200,30,17R,4,473181.4248,2932085.454
137,M,A,DRY,NIGHT,20081217,80000,2.01E+11,20081217 300,2008 12 17,300,88,17R,5,473627.278,2930156.194
137,M,A,DRY,NIGHT,20081217,90000,2.01E+11,20081217 400,2008 12 17,400,30,17R,5,473953.8615,2930091.441
137,M,A,DRY,NIGHT,20081217,100000,2.01E+11,20081217 500,2008 12 17,500,30,17R,5,475819.0041,2930471.714
137,M,A,DRY,NIGHT,20081217,110000,2.01E+11,20081217 600,2008 12 17,600,74,17R,4,476007.162,2932442.801
137,M,A,DRY,DAY,20081217,120000,2.01E+11,20081217 700,2008 12 17,700,30,17R,4,476070.5728,2932492.507
137,M,A,DRY,DAY,20081217,130000,2.01E+11,20081217 800,2008 12 17,800,47,17R,4,475906.7835,2932362.625
137,M,A,DRY,DAY,20081217,140000,2.01E+11,20081217 900,2008 12 17,900,46,17R,5,476047.4112,2932460.119
137,M,A,DRY,DAY,20081217,150000,2.01E+11,20081217 1000,2008 12 17,1000,30,17R,5,475946.2701,2932490.586
137,M,A,DRY,DAY,20081217,160000,2.01E+11,20081217 1100,2008 12 17,1100,30,17R,4,475928.9902,2932485.271
137,M,A,DRY,DAY,20081217,170000,2.01E+11,20081217 1200,2008 12 17,1200,79,17R,3,475919.6329,2932419.435
137,M,A,DRY,NIGHT,20081218,20000,2.01E+11,20081217 2100,2008 12 17,2100,30,17R,4,469021.6963,2938814.342
137,M,A,DRY,NIGHT,20081218,30000,2.01E+11,20081217 2200,2008 12 17,2200,30,17R,4,468734.5412,2939133.424
137,M,A,DRY,NIGHT,20081218,40000,2.01E+11,20081217 2300,2008 12 17,2300,44,17R,6,467136.2345,2939643.232
137,M,A,DRY,NIGHT,20081218,50000,2.01E+11,20081218 000,2008 12 18,0,30,17R,6,467757.7127,2938725.762
137,M,A,DRY,NIGHT,20081218,60000,2.01E+11,20081218 100,2008 12 18,100,30,17R,5,468504.613,2938518.653
137,M,A,DRY,NIGHT,20081218,70000,2.01E+11,20081218 200,2008 12 18,200,44,17R,4,469263.2489,2939537.433
137,M,A,DRY,NIGHT,20081218,80000,2.01E+11,20081218 300,2008 12 18,300,44,17R,6,470617.3492,2938658.718
137,M,A,DRY,NIGHT,20081218,90000,2.01E+11,20081218 400,2008 12 18,400,30,17R,6,470940.0444,2938073.979
137,M,A,DRY,NIGHT,20081218,100000,2.01E+11,20081218 500,2008 12 18,500,30,17R,6,471071.8156,2937933.725
137,M,A,DRY,NIGHT,20081218,110000,2.01E+11,20081218 600,2008 12 18,600,44,17R,5,471008.6049,2938071.565
137,M,A,DRY,DAY,20081218,120000,2.01E+11,20081218 700,2008 12 18,700,69,17R,6,470994.5842,2937923.104
137,M,A,DRY,DAY,20081218,130000,2.01E+11,20081218 800,2008 12 18,800,30,17R,4,470771.6181,2937948.747
137,M,A,DRY,DAY,20081218,140000,2.01E+11,20081218 900,2008 12 18,900,44,17R,6,470792.3244,2937856.805
137,M,A,DRY,DAY,20081218,150000,2.01E+11,20081218 1000,2008 12 18,1000,30,17R,5,470828.5519,2937888.997
137,M,A,DRY,DAY,20081218,160000,2.01E+11,20081218 1100,2008 12 18,1100,44,17R,7,470814.7154,2937916.113
137,M,A,DRY,DAY,20081218,170000,2.01E+11,20081218 1200,2008 12 18,1200,30,17R,4,470814.6978,2937969.725
137,M,A,DRY,DAY,20081218,180000,2.01E+11,20081218 1300,2008 12 18,1300,62,17R,4,470923.9915,2937971.747
137,M,A,DRY,DAY,20081218,190000,2.01E+11,20081218 1400,2008 12 18,1400,49,17R,4,470756.5996,2937828.857
137,M,A,DRY,DAY,20081218,200000,2.01E+11,20081218 1500,2008 12 18,1500,45,17R,6,470921.1123,2937974.697
137,M,A,DRY,DAY,20081218,210000,2.01E+11,20081218 1600,2008 12 18,1600,30,17R,5,470847.5994,2937898.78
137,M,A,DRY,DAY,20081218,220000,2.01E+11,20081218 1700,2008 12 18,1700,30,17R,4,470918.7077,2937874.624
137,M,A,DRY,DAY,20081218,230000,2.01E+11,20081218 1800,2008 12 18,1800,63,17R,3,470512.9266,2937693.348
137,M,A,DRY,DAY,20081219,0,2.01E+11,20081218 1900,2008 12 18,1900,44,17R,8,470903.3037,2935551.677
137,M,A,DRY,NIGHT,20081219,10000,2.01E+11,20081218 2000,2008 12 18,2000,30,17R,7,471684.1853,2934313.767
137,M,A,DRY,NIGHT,20081219,20000,2.01E+11,20081218 2100,2008 12 18,2100,30,17R,4,471973.6292,2933017.538
137,M,A,DRY,NIGHT,20081219,30000,2.01E+11,20081218 2200,2008 12 18,2200,30,17R,4,472814.4663,2932861.85
137,M,A,DRY,NIGHT,20081219,40000,2.01E+11,20081218 2300,2008 12 18,2300,45,17R,7,472190.6485,2933511.909
137,M,A,DRY,NIGHT,20081219,50000,2.01E+11,20081219 000,2008 12 19,0,30,17R,6,471057.7436,2934878.449
137,M,A,DRY,NIGHT,20081219,60000,2.01E+11,20081219 100,2008 12 19,100,30,17R,4,471628.7461,2935149.233
137,M,A,DRY,NIGHT,20081219,70000,2.01E+11,20081219 200,2008 12 19,200,75,17R,4,470572.9427,2935358.526
137,M,A,DRY,NIGHT,20081219,80000,2.01E+11,20081219 300,2008 12 19,300,63,17R,5,470937.5325,2934641.582
137,M,A,DRY,NIGHT,20081219,90000,2.01E+11,20081219 400,2008 12 19,400,30,17R,5,470819.011,2937351.206
137,M,A,DRY,NIGHT,20081219,100000,2.01E+11,20081219 500,2008 12 19,500,30,17R,5,470938.1931,2938036.767
137,M,A,DRY,DAY,20081219,120000,2.01E+11,20081219 700,2008 12 19,700,69,17R,3,471023.639,2937980.059
137,M,A,DRY,DAY,20081219,130000,2.01E+11,20081219 800,2008 12 19,800,44,17R,5,470769.4939,2937664.171
137,M,A,DRY,DAY,20081219,140000,2.01E+11,20081219 900,2008 12 19,900,30,17R,4,470725.5359,2937772.069
137,M,A,DRY,DAY,20081219,150000,2.01E+11,20081219 1000,2008 12 19,1000,76,17R,4,470788.6395,2937639.577
137,M,A,DRY,DAY,20081219,170000,2.01E+11,20081219 1200,2008 12 19,1200,76,17R,3,470738.3835,2937666.093
137,M,A,DRY,DAY,20081219,180000,2.01E+11,20081219 1300,2008 12 19,1300,61,17R,4,470732.7702,2937636.473
137,M,A,DRY,DAY,20081219,190000,2.01E+11,20081219 1400,2008 12 19,1400,46,17R,5,470694.0269,2937771.807
137,M,A,DRY,DAY,20081219,220000,2.01E+11,20081219 1700,2008 12 19,1700,45,17R,4,469810.6211,2937390.359
137,M,A,DRY,DAY,20081219,230000,2.01E+11,20081219 1800,2008 12 19,1800,30,17R,4,470458.6743,2936509.444
137,M,A,DRY,DAY,20081220,0,2.01E+11,20081219 1900,2008 12 19,1900,44,17R,8,470818.9739,2938110.766
137,M,A,DRY,NIGHT,20081220,10000,2.01E+11,20081219 2000,2008 12 19,2000,30,17R,7,469309.1228,2938113.032
137,M,A,DRY,NIGHT,20081220,20000,2.01E+11,20081219 2100,2008 12 19,2100,30,17R,5,468607.2752,2939198.293
137,M,A,DRY,NIGHT,20081220,30000,2.01E+11,20081219 2200,2008 12 19,2200,30,17R,4,466799.9523,2939784.069
137,M,A,DRY,NIGHT,20081220,40000,2.01E+11,20081219 2300,2008 12 19,2300,73,17R,4,465893.9343,2940707.122
137,M,A,DRY,NIGHT,20081220,50000,2.01E+11,20081220 000,2008 12 20,0,37,17R,5,468647.3776,2940678.467
137,M,A,DRY,NIGHT,20081220,60000,2.01E+11,20081220 100,2008 12 20,100,30,17R,4,470646.9287,2938512.067
137,M,A,DRY,NIGHT,20081220,70000,2.01E+11,20081220 200,2008 12 20,200,59,17R,5,471053.6929,2937991.157
137,M,A,DRY,NIGHT,20081220,80000,2.01E+11,20081220 300,2008 12 20,300,70,17R,4,470906.0753,2938068.214
137,M,A,DRY,NIGHT,20081220,90000,2.01E+11,20081220 400,2008 12 20,400,32,17R,4,470918.9708,2937917.985
137,M,A,DRY,NIGHT,20081220,100000,2.01E+11,20081220 500,2008 12 20,500,30,17R,4,471057.4049,2938104.766
137,M,A,DRY,DAY,20081220,130000,2.01E+11,20081220 800,2008 12 20,800,62,17R,6,470819.1066,2937737.166
137,M,A,DRY,DAY,20081220,140000,2.01E+11,20081220 900,2008 12 20,900,30,17R,5,470652.8058,2937649.495
137,M,A,DRY,DAY,20081220,150000,2.01E+11,20081220 1000,2008 12 20,1000,30,17R,5,470654.1384,2937666.3
137,M,A,DRY,DAY,20081220,160000,2.01E+11,20081220 1100,2008 12 20,1100,44,17R,5,470755.6977,2937603.005
137,M,A,DRY,DAY,20081220,170000,2.01E+11,20081220 1200,2008 12 20,1200,44,17R,6,470828.4428,2937776.829
137,M,A,DRY,DAY,20081220,220000,2.01E+11,20081220 1700,2008 12 20,1700,71,17R,5,470754.3479,2937618.964
137,M,A,DRY,DAY,20081220,230000,2.01E+11,20081220 1800,2008 12 20,1800,30,17R,5,471162.0094,2937395.692
137,M,A,DRY,DAY,20081221,0,2.01E+11,20081220 1900,2008 12 20,1900,40,17R,8,472465.9602,2937214.336
137,M,A,DRY,NIGHT,20081221,10000,2.01E+11,20081220 2000,2008 12 20,2000,30,17R,7,472967.3938,2935164.759
137,M,A,DRY,NIGHT,20081221,20000,2.01E+11,20081220 2100,2008 12 20,2100,30,17R,5,472890.6929,2934710.803
137,M,A,DRY,NIGHT,20081221,30000,2.01E+11,20081220 2200,2008 12 20,2200,45,17R,4,471199.5511,2934562.273
137,M,A,DRY,NIGHT,20081221,40000,2.01E+11,20081220 2300,2008 12 20,2300,62,17R,6,469214.4616,2934491.232
137,M,A,DRY,NIGHT,20081221,50000,2.01E+11,20081221 000,2008 12 21,0,30,17R,5,469297.9009,2934496.694
137,M,A,DRY,NIGHT,20081221,60000,2.01E+11,20081221 100,2008 12 21,100,30,17R,4,470802.2306,2935431.247
137,M,A,DRY,NIGHT,20081221,70000,2.01E+11,20081221 200,2008 12 21,200,45,17R,7,469602.1877,2936756.172
137,M,A,DRY,NIGHT,20081221,80000,2.01E+11,20081221 300,2008 12 21,300,39,17R,6,469014.2977,2938849.754
137,M,A,DRY,NIGHT,20081221,90000,2.01E+11,20081221 400,2008 12 21,400,30,17R,6,468397.5628,2938632.447
137,M,A,DRY,NIGHT,20081221,100000,2.01E+11,20081221 500,2008 12 21,500,30,17R,4,467729.2228,2938384.237
137,M,A,DRY,NIGHT,20081221,110000,2.01E+11,20081221 600,2008 12 21,600,43,17R,4,467135.0873,2937909.877
137,M,A,DRY,DAY,20081221,130000,2.01E+11,20081221 800,2008 12 21,800,79,17R,3,465797.6348,2937174.626
137,M,A,DRY,DAY,20081221,140000,2.01E+11,20081221 900,2008 12 21,900,44,17R,6,465714.6096,2937043.666
137,M,A,DRY,DAY,20081221,150000,2.01E+11,20081221 1000,2008 12 21,1000,30,17R,4,465716.9474,2937112.555
137,M,A,DRY,DAY,20081221,160000,2.01E+11,20081221 1100,2008 12 21,1100,44,17R,5,465788.1258,2936982.816
137,M,A,DRY,DAY,20081221,170000,2.01E+11,20081221 1200,2008 12 21,1200,44,17R,5,465668.7464,2936981.383
137,M,A,DRY,DAY,20081221,180000,2.01E+11,20081221 1300,2008 12 21,1300,30,17R,4,465840.4357,2937034.059
137,M,A,DRY,DAY,20081221,190000,2.01E+11,20081221 1400,2008 12 21,1400,63,17R,3,465709.458,2937148.754
137,M,A,DRY,DAY,20081221,220000,2.01E+11,20081221 1700,2008 12 21,1700,44,17R,5,465856.5621,2937126.859
137,M,A,DRY,DAY,20081221,230000,2.01E+11,20081221 1800,2008 12 21,1800,30,17R,5,464890.0651,2937774.008
137,M,A,DRY,DAY,20081222,0,2.01E+11,20081221 1900,2008 12 21,1900,30,17R,4,462589.256,2938039.697
137,M,A,DRY,NIGHT,20081222,10000,2.01E+11,20081221 2000,2008 12 21,2000,44,17R,6,462049.0737,2939974.614
137,M,A,DRY,NIGHT,20081222,20000,2.01E+11,20081221 2100,2008 12 21,2100,30,17R,4,463024.894,2942178.794
137,M,A,DRY,NIGHT,20081222,30000,2.01E+11,20081221 2200,2008 12 21,2200,44,17R,5,462987.6135,2942833.363
137,M,A,DRY,NIGHT,20081222,40000,2.01E+11,20081221 2300,2008 12 21,2300,30,17R,4,463593.1082,2943628.987
137,M,A,DRY,NIGHT,20081222,50000,2.01E+11,20081222 000,2008 12 22,0,44,17R,5,463534.6861,2943639.834
137,M,A,DRY,NIGHT,20081222,60000,2.01E+11,20081222 100,2008 12 22,100,50,17R,4,463589.1574,2943638.966
137,M,A,DRY,NIGHT,20081222,70000,2.01E+11,20081222 200,2008 12 22,200,44,17R,5,463464.0008,2943790.672
137,M,A,DRY,NIGHT,20081222,80000,2.01E+11,20081222 300,2008 12 22,300,30,17R,5,463483.8654,2943675.796
137,M,A,DRY,NIGHT,20081222,90000,2.01E+11,20081222 400,2008 12 22,400,30,17R,4,463522.7311,2943675.653
137,M,A,DRY,NIGHT,20081222,100000,2.01E+11,20081222 500,2008 12 22,500,44,17R,5,463588.4543,2943758.606
137,M,A,DRY,NIGHT,20081222,110000,2.01E+11,20081222 600,2008 12 22,600,30,17R,5,463478.9275,2943612.615
137,M,A,DRY,DAY,20081222,120000,2.01E+11,20081222 700,2008 12 22,700,74,17R,5,463471.0544,2943778.154
137,M,A,DRY,DAY,20081222,130000,2.01E+11,20081222 800,2008 12 22,800,46,17R,7,463607.48,2943664.311
137,M,A,DRY,DAY,20081222,140000,2.01E+11,20081222 900,2008 12 22,900,30,17R,6,463591.3611,2943788.595
137,M,A,DRY,DAY,20081222,150000,2.01E+11,20081222 1000,2008 12 22,1000,30,17R,4,463481.7187,2943625.425
137,M,A,DRY,DAY,20081222,170000,2.01E+11,20081222 1200,2008 12 22,1200,63,17R,5,463508.0273,2943717.332
137,M,A,DRY,DAY,20081222,180000,2.01E+11,20081222 1300,2008 12 22,1300,30,17R,4,463434.3109,2943650.395
137,M,A,DRY,DAY,20081222,190000,2.01E+11,20081222 1400,2008 12 22,1400,45,17R,6,463596.8224,2943751.867
137,M,A,DRY,DAY,20081222,200000,2.01E+11,20081222 1500,2008 12 22,1500,30,17R,6,463612.2129,2943809.763
137,M,A,DRY,DAY,20081222,210000,2.01E+11,20081222 1600,2008 12 22,1600,42,17R,6,463522.6648,2943635.23
137,M,A,DRY,DAY,20081222,220000,2.01E+11,20081222 1700,2008 12 22,1700,44,17R,5,463276.7994,2943760.704
137,M,A,DRY,DAY,20081222,230000,2.01E+11,20081222 1800,2008 12 22,1800,30,17R,5,464187.6877,2943612.312
137,M,A,DRY,DAY,20081223,0,2.01E+11,20081222 1900,2008 12 22,1900,87,17R,3,464941.6822,2944059.198
137,M,A,DRY,NIGHT,20081223,10000,2.01E+11,20081222 2000,2008 12 22,2000,65,17R,3,464846.2146,2943851.113
137,M,A,DRY,NIGHT,20081223,20000,2.01E+11,20081222 2100,2008 12 22,2100,47,17R,4,464695.8404,2943562.84
137,M,A,DRY,NIGHT,20081223,50000,2.01E+11,20081223 000,2008 12 23,0,44,17R,4,464973.8728,2944602.517
