"","CatID","Sex","Age","ReprodStat","Season","Photoperiod","DateGMT","TimeGMT","DateTimeET","DateTimeET2","DateET2","TIMEET2","TTF","Zone","X","Y"
"21066","121","F","A",2,"DRY","NIGHT",NA,NA,200604060003,"20060406 003","2006 4 5",3,NA,"17",499299.848959878,2907325.75024076
"21067","121","F","A",2,"DRY","DAY",NA,NA,200604060703,"20060406 703","2006 4 6",703,NA,"17",501373.556139041,2907234.77045419
"21068","121","F","A",2,"DRY","DAY",NA,NA,200604061403,"20060406 1403","2006 4 6",1403,NA,"17",501171.854489654,2907205.6442867
"21069","121","F","A",2,"DRY","NIGHT",NA,NA,200604062103,"20060406 2103","2006 4 6",2103,NA,"17",501430.764438611,2907128.82531555
"21070","121","F","A",2,"DRY","NIGHT",NA,NA,200604070403,"20060407 403","2006 4 7",403,NA,"17",499247.895800352,2905718.55022453
"21071","121","F","A",2,"DRY","DAY",NA,NA,200604071804,"20060407 1804","2006 4 7",1804,NA,"17",499221.030734789,2905992.16803242
"21072","121","F","A",2,"DRY","DAY",NA,NA,200604080804,"20060408 804","2006 4 8",804,NA,"17",499209.581414212,2905984.74444491
"21073","121","F","A",2,"DRY","DAY",NA,NA,200604081504,"20060408 1504","2006 4 8",1504,NA,"17",499304.070387263,2906054.83387258
"21074","121","F","A",2,"DRY","NIGHT",NA,NA,200604082203,"20060408 2203","2006 4 8",2203,NA,"17",499422.084376346,2905955.26010037
"21075","121","F","A",2,"DRY","NIGHT",NA,NA,200604090503,"20060409 503","2006 4 9",503,NA,"17",499180.356602199,2905722.09358434
"21076","121","F","A",2,"DRY","NIGHT",NA,NA,200604091904,"20060409 1904","2006 4 9",1904,NA,"17",499124.087976746,2906023.41429007
"21077","121","F","A",2,"DRY","NIGHT",NA,NA,200604100204,"20060410 204","2006 4 10",204,NA,"17",497399.699757479,2902962.42787371
"21078","121","F","A",2,"DRY","DAY",NA,NA,200604100904,"20060410 904","2006 4 10",904,NA,"17",499091.177404933,2903989.05529729
"21079","121","F","A",2,"DRY","DAY",NA,NA,200604101603,"20060410 1603","2006 4 10",1603,NA,"17",499420.273830056,2905909.15067316
"21080","121","F","A",2,"DRY","NIGHT",NA,NA,200604102304,"20060410 2304","2006 4 10",2304,NA,"17",499291.494433112,2906025.16292034
"21081","121","F","A",2,"DRY","NIGHT",NA,NA,200604112004,"20060411 2004","2006 4 11",2004,NA,"17",502045.117539495,2905332.76549508
"21082","121","F","A",2,"DRY","NIGHT",NA,NA,200604120304,"20060412 304","2006 4 12",304,NA,"17",501833.526962485,2905391.64784816
"21083","121","F","A",2,"DRY","DAY",NA,NA,200604121704,"20060412 1704","2006 4 12",1704,NA,"17",499442.53227694,2905966.89650301
"21084","121","F","A",2,"DRY","DAY",NA,NA,200604130704,"20060413 704","2006 4 13",704,NA,"17",498895.972139332,2905661.89272154
"21085","121","F","A",2,"DRY","DAY",NA,NA,200604131404,"20060413 1404","2006 4 13",1404,NA,"17",497186.831153259,2904140.23731133
"21086","121","F","A",2,"DRY","NIGHT",NA,NA,200604132104,"20060413 2104","2006 4 13",2104,NA,"17",500610.294066139,2905566.4423237
"21087","121","F","A",2,"DRY","NIGHT",NA,NA,200604140404,"20060414 404","2006 4 14",404,NA,"17",500829.159584716,2905715.44820953
"21088","121","F","A",2,"DRY","DAY",NA,NA,200604141804,"20060414 1804","2006 4 14",1804,NA,"17",499343.26607557,2905916.82842992
"21089","121","F","A",2,"DRY","DAY",NA,NA,200604150804,"20060415 804","2006 4 15",804,NA,"17",497161.42137881,2903907.93586583
"21090","121","F","A",2,"DRY","DAY",NA,NA,200604151503,"20060415 1503","2006 4 15",1503,NA,"17",500161.759446699,2903882.35974953
"21091","121","F","A",2,"DRY","NIGHT",NA,NA,200604152203,"20060415 2203","2006 4 15",2203,NA,"17",500912.719819948,2906549.72111363
"21092","121","F","A",2,"DRY","NIGHT",NA,NA,200604160503,"20060416 503","2006 4 16",503,NA,"17",499101.566740654,2905812.71091177
"21093","121","F","A",2,"DRY","DAY",NA,NA,200604161204,"20060416 1204","2006 4 16",1204,NA,"17",499084.914193414,2905723.71318139
"21094","121","F","A",2,"DRY","NIGHT",NA,NA,200604161903,"20060416 1903","2006 4 16",1903,NA,"17",501066.933792178,2906105.3470267
"21095","121","F","A",2,"DRY","NIGHT",NA,NA,200604172304,"20060417 2304","2006 4 17",2304,NA,"17",499131.4902086,2905784.75342736
"21096","121","F","A",2,"DRY","NIGHT",NA,NA,200604180603,"20060418 603","2006 4 18",603,NA,"17",499136.666953269,2905679.9342691
"21097","121","F","A",2,"DRY","DAY",NA,NA,200604181303,"20060418 1303","2006 4 18",1303,NA,"17",499287.458898261,2905840.83595771
"21098","121","F","A",2,"DRY","NIGHT",NA,NA,200604182003,"20060418 2003","2006 4 18",2003,NA,"17",499315.002205633,2905865.06147646
"21099","121","F","A",2,"DRY","NIGHT",NA,NA,200604190303,"20060419 303","2006 4 19",303,NA,"17",498103.761822905,2905553.39270799
"21100","121","F","A",2,"DRY","DAY",NA,NA,200604191003,"20060419 1003","2006 4 19",1003,NA,"17",500546.498518087,2905338.57833292
"21101","121","F","A",2,"DRY","DAY",NA,NA,200604191703,"20060419 1703","2006 4 19",1703,NA,"17",500384.604785088,2906367.50443102
"21102","121","F","A",2,"DRY","NIGHT",NA,NA,200604200003,"20060420 003","2006 4 19",3,NA,"17",499293.950456958,2905907.32169103
"21103","121","F","A",2,"DRY","DAY",NA,NA,200604200703,"20060420 703","2006 4 20",703,NA,"17",499217.325112823,2905935.57612744
"21104","121","F","A",2,"DRY","DAY",NA,NA,200604201404,"20060420 1404","2006 4 20",1404,NA,"17",499262.569489282,2905868.66629504
"21105","121","F","A",2,"DRY","NIGHT",NA,NA,200604202104,"20060420 2104","2006 4 20",2104,NA,"17",497410.562799212,2907175.08814314
"21106","121","F","A",2,"DRY","NIGHT",NA,NA,200604210403,"20060421 403","2006 4 21",403,NA,"17",501569.565348729,2906328.31760932
"21107","121","F","A",2,"DRY","DAY",NA,NA,200604211103,"20060421 1103","2006 4 21",1103,NA,"17",499247.406710658,2905992.66386241
"21108","121","F","A",2,"DRY","DAY",NA,NA,200604211803,"20060421 1803","2006 4 21",1803,NA,"17",498199.29965556,2905870.45858752
"21109","121","F","A",2,"DRY","NIGHT",NA,NA,200604220103,"20060422 103","2006 4 22",103,NA,"17",496521.571755588,2905383.41410578
"21110","121","F","A",2,"DRY","DAY",NA,NA,200604221503,"20060422 1503","2006 4 22",1503,NA,"17",498163.155365359,2905718.32444588
"21111","121","F","A",2,"DRY","NIGHT",NA,NA,200604222204,"20060422 2204","2006 4 22",2204,NA,"17",496611.149465043,2905059.86983189
"21112","121","F","A",2,"DRY","NIGHT",NA,NA,200604230503,"20060423 503","2006 4 23",503,NA,"17",496551.979211561,2905436.19028571
"21113","121","F","A",2,"DRY","NIGHT",NA,NA,200604231903,"20060423 1903","2006 4 23",1903,NA,"17",496587.318724833,2905102.38042267
"21114","121","F","A",2,"DRY","NIGHT",NA,NA,200604240203,"20060424 203","2006 4 24",203,NA,"17",496537.263944142,2905073.5362132
"21115","121","F","A",2,"DRY","NIGHT",NA,NA,200604242303,"20060424 2303","2006 4 24",2303,NA,"17",497863.696238808,2905684.66288216
"21116","121","F","A",2,"DRY","NIGHT",NA,NA,200604252003,"20060425 2003","2006 4 25",2003,NA,"17",497802.016491652,2905572.13843546
"21117","121","F","A",2,"DRY","NIGHT",NA,NA,200604260303,"20060426 303","2006 4 26",303,NA,"17",497644.374030571,2905714.88905217
"21118","121","F","A",2,"DRY","DAY",NA,NA,200604261703,"20060426 1703","2006 4 26",1703,NA,"17",498026.760093015,2904902.38699757
"21119","121","F","A",2,"DRY","NIGHT",NA,NA,200604270003,"20060427 003","2006 4 26",3,NA,"17",499833.122920327,2904553.81964273
"21120","121","F","A",2,"DRY","NIGHT",NA,NA,200604272103,"20060427 2103","2006 4 27",2103,NA,"17",498336.027622502,2905517.3732817
"21121","121","F","A",2,"DRY","NIGHT",NA,NA,200604280403,"20060428 403","2006 4 28",403,NA,"17",498363.23984335,2905740.77199784
"21122","121","F","A",2,"DRY","DAY",NA,NA,200604281804,"20060428 1804","2006 4 28",1804,NA,"17",500081.255971018,2904753.99204826
"21123","121","F","A",2,"DRY","NIGHT",NA,NA,200604290103,"20060429 103","2006 4 29",103,NA,"17",500222.942610037,2904867.4970333
"21124","121","F","A",2,"DRY","DAY",NA,NA,200604290804,"20060429 804","2006 4 29",804,NA,"17",498063.370211158,2905905.41132311
"21125","121","F","A",2,"DRY","DAY",NA,NA,200604291504,"20060429 1504","2006 4 29",1504,NA,"17",498136.402089071,2905590.65197633
"21126","121","F","A",2,"DRY","NIGHT",NA,NA,200604300503,"20060430 503","2006 4 30",503,NA,"17",496809.498620573,2903801.29209203
"21127","121","F","A",2,"DRY","NIGHT",NA,NA,200605010203,"20060501 203","2006 5 1",203,NA,"17",497818.8245208,2905306.68224879
"21128","121","F","A",2,"DRY","DAY",NA,NA,200605010904,"20060501 904","2006 5 1",904,NA,"17",497112.533060454,2903660.41818089
"21129","121","F","A",2,"DRY","DAY",NA,NA,200605011604,"20060501 1604","2006 5 1",1604,NA,"17",496870.232889682,2903564.27965042
"21130","121","F","A",2,"DRY","NIGHT",NA,NA,200605012303,"20060501 2303","2006 5 1",2303,NA,"17",497881.846918061,2905359.9331186
"21131","121","F","A",2,"DRY","NIGHT",NA,NA,200605020603,"20060502 603","2006 5 2",603,NA,"17",497186.654622264,2903526.56145544
"21132","121","F","A",2,"DRY","NIGHT",NA,NA,200605022004,"20060502 2004","2006 5 2",2004,NA,"17",497904.949700311,2904695.53349859
"21133","121","F","A",2,"DRY","NIGHT",NA,NA,200605030303,"20060503 303","2006 5 3",303,NA,"17",497984.749798521,2905407.58328202
"21134","121","F","A",2,"DRY","DAY",NA,NA,200605031704,"20060503 1704","2006 5 3",1704,NA,"17",497884.801790971,2905326.18704931
"21135","121","F","A",2,"DRY","NIGHT",NA,NA,200605040004,"20060504 004","2006 5 3",4,NA,"17",498166.510810688,2905725.81746154
"21136","121","F","A",2,"DRY","DAY",NA,NA,200605040703,"20060504 703","2006 5 4",703,NA,"17",497789.443627004,2904524.42643535
"21137","121","F","A",2,"DRY","DAY",NA,NA,200605041403,"20060504 1403","2006 5 4",1403,NA,"17",497849.643192641,2905374.06768015
"21138","121","F","A",2,"DRY","NIGHT",NA,NA,200605050404,"20060505 404","2006 5 5",404,NA,"17",497898.599156268,2906401.97559726
"21139","121","F","A",2,"DRY","DAY",NA,NA,200605051104,"20060505 1104","2006 5 5",1104,NA,"17",496328.150158741,2906207.52820867
"21140","121","F","A",2,"DRY","DAY",NA,NA,200605051803,"20060505 1803","2006 5 5",1803,NA,"17",500433.537750304,2906045.53542873
"21141","121","F","A",2,"DRY","NIGHT",NA,NA,200605062203,"20060506 2203","2006 5 6",2203,NA,"17",497956.5428316,2907505.7522863
"21142","121","F","A",2,"DRY","NIGHT",NA,NA,200605070503,"20060507 503","2006 5 7",503,NA,"17",497193.047060657,2905707.4710936
"21143","121","F","A",2,"DRY","DAY",NA,NA,200605071204,"20060507 1204","2006 5 7",1204,NA,"17",498094.917362355,2906687.47332419
"21144","121","F","A",2,"DRY","NIGHT",NA,NA,200605071904,"20060507 1904","2006 5 7",1904,NA,"17",499694.284821093,2906827.52149238
"21145","121","F","A",2,"DRY","DAY",NA,NA,200605080904,"20060508 904","2006 5 8",904,NA,"17",499319.388667449,2906634.43822218
"21146","121","F","A",2,"DRY","DAY",NA,NA,200605081603,"20060508 1603","2006 5 8",1603,NA,"17",501355.585922662,2906991.19246527
"21147","121","F","A",2,"DRY","NIGHT",NA,NA,200605082304,"20060508 2304","2006 5 8",2304,NA,"17",502292.842851687,2906603.69780817
"21148","121","F","A",2,"DRY","DAY",NA,NA,200605091304,"20060509 1304","2006 5 9",1304,NA,"17",499797.246456001,2906422.7748052
"21149","121","F","A",2,"DRY","NIGHT",NA,NA,200605092003,"20060509 2003","2006 5 9",2003,NA,"17",500101.854274753,2906598.11679522
"21150","121","F","A",2,"DRY","NIGHT",NA,NA,200605100304,"20060510 304","2006 5 10",304,NA,"17",502617.728416603,2906553.77148875
"21151","121","F","A",2,"DRY","NIGHT",NA,NA,200605112103,"20060511 2103","2006 5 11",2103,NA,"17",499862.324541859,2906465.93804963
"21152","121","F","A",2,"DRY","NIGHT",NA,NA,200605120404,"20060512 404","2006 5 12",404,NA,"17",502195.112316247,2905867.94398794
"21153","121","F","A",2,"DRY","DAY",NA,NA,200605121103,"20060512 1103","2006 5 12",1103,NA,"17",501224.900909569,2907077.39865487
"21154","121","F","A",2,"DRY","DAY",NA,NA,200605121804,"20060512 1804","2006 5 12",1804,NA,"17",501419.56008096,2906029.77334816
"21155","121","F","A",2,"DRY","NIGHT",NA,NA,200605130103,"20060513 103","2006 5 13",103,NA,"17",499856.709753957,2906713.02793168
"21156","121","F","A",2,"DRY","DAY",NA,NA,200605130803,"20060513 803","2006 5 13",803,NA,"17",499701.29675201,2906499.16287477
"21157","121","F","A",2,"DRY","DAY",NA,NA,200605131504,"20060513 1504","2006 5 13",1504,NA,"17",499738.89824602,2906876.45316411
"21158","121","F","A",2,"DRY","NIGHT",NA,NA,200605132204,"20060513 2204","2006 5 13",2204,NA,"17",500477.340129025,2906280.31151528
"21159","121","F","A",2,"DRY","NIGHT",NA,NA,200605140503,"20060514 503","2006 5 14",503,NA,"17",500321.718588661,2906184.33979729
"21160","121","F","A",2,"DRY","NIGHT",NA,NA,200605141903,"20060514 1903","2006 5 14",1903,NA,"17",500237.057874355,2906093.16497112
"21161","121","F","A",2,"WET","NIGHT",NA,NA,200605152304,"20060515 2304","2006 5 15",2304,NA,"17",500020.994249891,2906557.49819331
"21162","121","F","A",2,"WET","NIGHT",NA,NA,200605160604,"20060516 604","2006 5 16",604,NA,"17",500038.322828289,2906606.91189177
"21163","121","F","A",2,"WET","DAY",NA,NA,200605161303,"20060516 1303","2006 5 16",1303,NA,"17",499743.079847865,2906423.31417688
"21164","121","F","A",2,"WET","NIGHT",NA,NA,200605162003,"20060516 2003","2006 5 16",2003,NA,"17",500015.630041096,2906501.02569856
"21165","121","F","A",2,"WET","NIGHT",NA,NA,200605170303,"20060517 303","2006 5 17",303,NA,"17",499897.176879112,2906471.58057628
"21166","121","F","A",2,"WET","DAY",NA,NA,200605171003,"20060517 1003","2006 5 17",1003,NA,"17",499110.45878844,2907611.23247814
"21167","121","F","A",2,"WET","DAY",NA,NA,200605171703,"20060517 1703","2006 5 17",1703,NA,"17",500699.425437272,2907172.4368577
"21168","121","F","A",2,"WET","NIGHT",NA,NA,200605180004,"20060518 004","2006 5 17",4,NA,"17",500328.254766583,2907101.68341953
"21169","121","F","A",2,"WET","DAY",NA,NA,200605180704,"20060518 704","2006 5 18",704,NA,"17",500295.030161306,2907153.6499952
"21170","121","F","A",2,"WET","DAY",NA,NA,200605191104,"20060519 1104","2006 5 19",1104,NA,"17",498860.736210838,2907612.33847979
"21171","121","F","A",2,"WET","DAY",NA,NA,200605191803,"20060519 1803","2006 5 19",1803,NA,"17",498832.903815079,2907550.19484739
"21172","121","F","A",2,"WET","DAY",NA,NA,200605201503,"20060520 1503","2006 5 20",1503,NA,"17",499761.209491875,2906306.96826683
"21173","121","F","A",2,"WET","NIGHT",NA,NA,200605202203,"20060520 2203","2006 5 20",2203,NA,"17",500106.988883138,2906548.12589464
"21174","121","F","A",2,"WET","NIGHT",NA,NA,200605210503,"20060521 503","2006 5 21",503,NA,"17",500049.889305864,2906542.0063028
"21175","121","F","A",2,"WET","NIGHT",NA,NA,200605220203,"20060522 203","2006 5 22",203,NA,"17",499282.729141656,2906583.2043329
"21176","121","F","A",2,"WET","DAY",NA,NA,200605220904,"20060522 904","2006 5 22",904,NA,"17",497149.028026007,2907380.39117733
"21177","121","F","A",2,"WET","NIGHT",NA,NA,200605222303,"20060522 2303","2006 5 22",2303,NA,"17",497869.219372995,2907475.4716709
"21178","121","F","A",2,"WET","NIGHT",NA,NA,200605230603,"20060523 603","2006 5 23",603,NA,"17",497817.456073329,2907511.85243559
"21179","121","F","A",2,"WET","NIGHT",NA,NA,200605250004,"20060525 004","2006 5 24",4,NA,"17",498206.362894449,2907008.43453306
"21180","121","F","A",2,"WET","DAY",NA,NA,200605250703,"20060525 703","2006 5 25",703,NA,"17",498104.369097494,2906688.12882947
"21181","121","F","A",2,"WET","DAY",NA,NA,200605251404,"20060525 1404","2006 5 25",1404,NA,"17",497999.012482442,2906627.53748005
"21182","121","F","A",2,"WET","NIGHT",NA,NA,200605252103,"20060525 2103","2006 5 25",2103,NA,"17",498626.427382343,2903956.7595038
"21183","121","F","A",2,"WET","NIGHT",NA,NA,200605270103,"20060527 103","2006 5 27",103,NA,"17",499506.678831745,2905063.64456489
"21184","121","F","A",2,"WET","NIGHT",NA,NA,200605272203,"20060527 2203","2006 5 27",2203,NA,"17",499763.272799645,2905121.18071326
"21185","121","F","A",2,"WET","NIGHT",NA,NA,200605280504,"20060528 504","2006 5 28",504,NA,"17",499574.001800988,2904950.6963433
"21186","121","F","A",2,"WET","DAY",NA,NA,200605281204,"20060528 1204","2006 5 28",1204,NA,"17",499624.54657473,2905072.21243958
"21187","121","F","A",2,"WET","NIGHT",NA,NA,200605290203,"20060529 203","2006 5 29",203,NA,"17",499497.426841572,2905097.17018769
"21188","121","F","A",2,"WET","DAY",NA,NA,200605290904,"20060529 904","2006 5 29",904,NA,"17",499498.467191026,2904755.5092752
"21189","121","F","A",2,"WET","NIGHT",NA,NA,200605302003,"20060530 2003","2006 5 30",2003,NA,"17",498782.9150723,2905077.80567177
"21190","121","F","A",2,"WET","NIGHT",NA,NA,200606010003,"20060601 003","2006 5 31",3,NA,"17",500046.46723875,2904244.26434857
"21191","121","F","A",2,"WET","DAY",NA,NA,200606010703,"20060601 703","2006 6 1",703,NA,"17",499627.871752087,2903864.3225082
"21192","121","F","A",2,"WET","DAY",NA,NA,200606011404,"20060601 1404","2006 6 1",1404,NA,"17",499657.263937246,2903911.97294648
"21193","121","F","A",2,"WET","NIGHT",NA,NA,200606012103,"20060601 2103","2006 6 1",2103,NA,"17",499076.644900203,2904269.99504406
"21194","121","F","A",2,"WET","NIGHT",NA,NA,200606020403,"20060602 403","2006 6 2",403,NA,"17",499623.135147385,2905940.38316
"21195","121","F","A",2,"WET","DAY",NA,NA,200606021104,"20060602 1104","2006 6 2",1104,NA,"17",500096.409719594,2907076.13537146
"21196","121","F","A",2,"WET","NIGHT",NA,NA,200606030103,"20060603 103","2006 6 3",103,NA,"17",500804.354008548,2907036.10448134
"21197","121","F","A",2,"WET","NIGHT",NA,NA,200606032204,"20060603 2204","2006 6 3",2204,NA,"17",500755.180266414,2906990.64677284
"21198","121","F","A",2,"WET","NIGHT",NA,NA,200606040504,"20060604 504","2006 6 4",504,NA,"17",500720.590385817,2906886.43373442
"21199","121","F","A",2,"WET","DAY",NA,NA,200606041204,"20060604 1204","2006 6 4",1204,NA,"17",500724.877870332,2907113.79866342
"21200","121","F","A",2,"WET","DAY",NA,NA,200606050904,"20060605 904","2006 6 5",904,NA,"17",500709.688309684,2906649.28014257
"21201","121","F","A",2,"WET","DAY",NA,NA,200606051603,"20060605 1603","2006 6 5",1603,NA,"17",500585.974506497,2907076.03139067
"21202","121","F","A",2,"WET","NIGHT",NA,NA,200606052303,"20060605 2303","2006 6 5",2303,NA,"17",499511.492645383,2907160.80151757
"21203","121","F","A",2,"WET","NIGHT",NA,NA,200606060604,"20060606 604","2006 6 6",604,NA,"17",499812.67569951,2906975.07982736
"21204","121","F","A",2,"WET","NIGHT",NA,NA,200606062004,"20060606 2004","2006 6 6",2004,NA,"17",499145.149086345,2907047.58080543
"21205","121","F","A",2,"WET","NIGHT",NA,NA,200606070304,"20060607 304","2006 6 7",304,NA,"17",498695.322659563,2906462.66776415
"21206","121","F","A",2,"WET","DAY",NA,NA,200606071004,"20060607 1004","2006 6 7",1004,NA,"17",497031.000561085,2907405.78999057
"21207","121","F","A",2,"WET","NIGHT",NA,NA,200606080003,"20060608 003","2006 6 7",3,NA,"17",497529.682672311,2907329.25397678
"21208","121","F","A",2,"WET","DAY",NA,NA,200606081404,"20060608 1404","2006 6 8",1404,NA,"17",496269.165052004,2905450.08200496
"21209","121","F","A",2,"WET","DAY",NA,NA,200606091104,"20060609 1104","2006 6 9",1104,NA,"17",495587.782818031,2906526.18297624
"21210","121","F","A",2,"WET","NIGHT",NA,NA,200606102204,"20060610 2204","2006 6 10",2204,NA,"17",495498.870083291,2906429.83865016
"21211","121","F","A",2,"WET","NIGHT",NA,NA,200606111904,"20060611 1904","2006 6 11",1904,NA,"17",495668.282820124,2906272.06772658
"21212","121","F","A",2,"WET","NIGHT",NA,NA,200606132004,"20060613 2004","2006 6 13",2004,NA,"17",495988.63018965,2906232.74013791
"21213","121","F","A",2,"WET","NIGHT",NA,NA,200606150003,"20060615 003","2006 6 14",3,NA,"17",495890.398237199,2906350.40396132
"21214","121","F","A",2,"WET","DAY",NA,NA,200606150703,"20060615 703","2006 6 15",703,NA,"17",496017.722807568,2906199.57398448
"21215","121","F","A",2,"WET","NIGHT",NA,NA,200606152103,"20060615 2103","2006 6 15",2103,NA,"17",496006.611981042,2906288.09070193
"21216","121","F","A",2,"WET","NIGHT",NA,NA,200606160403,"20060616 403","2006 6 16",403,NA,"17",496087.559955116,2906129.22499124
"21217","121","F","A",2,"WET","NIGHT",NA,NA,200606170103,"20060617 103","2006 6 17",103,NA,"17",495992.215258267,2905758.77748956
"21218","121","F","A",2,"WET","DAY",NA,NA,200606170804,"20060617 804","2006 6 17",804,NA,"17",496891.275968518,2905718.38490248
"21219","121","F","A",2,"WET","DAY",NA,NA,200606171503,"20060617 1503","2006 6 17",1503,NA,"17",496574.982357845,2905861.95569352
"21220","121","F","A",2,"WET","NIGHT",NA,NA,200606172203,"20060617 2203","2006 6 17",2203,NA,"17",496608.606849734,2905606.12624316
"21221","121","F","A",2,"WET","NIGHT",NA,NA,200606180504,"20060618 504","2006 6 18",504,NA,"17",496792.018365413,2905915.35971671
"21222","121","F","A",2,"WET","DAY",NA,NA,200606181203,"20060618 1203","2006 6 18",1203,NA,"17",496924.247105591,2905821.82331256
"21223","121","F","A",2,"WET","NIGHT",NA,NA,200606181903,"20060618 1903","2006 6 18",1903,NA,"17",497092.780249845,2903750.61725341
"21224","121","F","A",2,"WET","NIGHT",NA,NA,200606190203,"20060619 203","2006 6 19",203,NA,"17",497506.924026735,2905567.77532622
"21225","121","F","A",2,"WET","DAY",NA,NA,200606190904,"20060619 904","2006 6 19",904,NA,"17",496433.14366094,2905865.04709141
"21226","121","F","A",2,"WET","DAY",NA,NA,200606201304,"20060620 1304","2006 6 20",1304,NA,"17",496189.462170027,2905977.65437457
"21227","121","F","A",2,"WET","NIGHT",NA,NA,200606202003,"20060620 2003","2006 6 20",2003,NA,"17",496317.765622467,2905859.54370187
"21228","121","F","A",2,"WET","DAY",NA,NA,200606211004,"20060621 1004","2006 6 21",1004,NA,"17",495927.933894262,2906108.14372117
"21229","121","F","A",2,"WET","NIGHT",NA,NA,200606220004,"20060622 004","2006 6 21",4,NA,"17",496329.145544041,2906186.51553959
"21230","121","F","A",2,"WET","NIGHT",NA,NA,200606222104,"20060622 2104","2006 6 22",2104,NA,"17",495269.974442497,2906369.75584951
"21231","121","F","A",2,"WET","NIGHT",NA,NA,200606230404,"20060623 404","2006 6 23",404,NA,"17",495160.367879435,2906393.41943417
"21232","121","F","A",2,"WET","DAY",NA,NA,200606241504,"20060624 1504","2006 6 24",1504,NA,"17",493548.402241364,2907438.4719153
"21233","121","F","A",2,"WET","NIGHT",NA,NA,200606250504,"20060625 504","2006 6 25",504,NA,"17",493852.315654539,2907255.96779215
"21234","121","F","A",2,"WET","NIGHT",NA,NA,200606251904,"20060625 1904","2006 6 25",1904,NA,"17",492989.515245721,2906810.49997916
"21235","121","F","A",2,"WET","DAY",NA,NA,200606260903,"20060626 903","2006 6 26",903,NA,"17",493179.194259871,2907116.0838887
"21236","121","F","A",2,"WET","NIGHT",NA,NA,200606262303,"20060626 2303","2006 6 26",2303,NA,"17",493006.372826435,2906450.82683986
"21237","121","F","A",2,"WET","NIGHT",NA,NA,200606280303,"20060628 303","2006 6 28",303,NA,"17",493371.45878461,2906562.77458718
"21238","121","F","A",2,"WET","DAY",NA,NA,200606291404,"20060629 1404","2006 6 29",1404,NA,"17",493311.454809505,2906508.97526243
"21239","121","F","A",2,"WET","NIGHT",NA,NA,200606292104,"20060629 2104","2006 6 29",2104,NA,"17",493315.366700064,2907008.94049928
"21240","121","F","A",2,"WET","DAY",NA,NA,200606301104,"20060630 1104","2006 6 30",1104,NA,"17",493290.757027745,2907160.34030458
"21241","121","F","A",2,"WET","DAY",NA,NA,200606301803,"20060630 1803","2006 6 30",1803,NA,"17",493159.726549264,2906815.94241609
"21242","121","F","A",2,"WET","DAY",NA,NA,200607010804,"20060701 804","2006 7 1",804,NA,"17",493383.174500018,2906913.47850062
"21243","121","F","A",2,"WET","NIGHT",NA,NA,200607012203,"20060701 2203","2006 7 1",2203,NA,"17",493393.430405971,2907170.21976218
"21244","121","F","A",2,"WET","NIGHT",NA,NA,200607020503,"20060702 503","2006 7 2",503,NA,"17",493307.339809682,2907236.28841369
"21245","121","F","A",2,"WET","DAY",NA,NA,200607021204,"20060702 1204","2006 7 2",1204,NA,"17",492829.090170357,2907223.16009856
"21246","121","F","A",2,"WET","NIGHT",NA,NA,200607030203,"20060703 203","2006 7 3",203,NA,"17",493049.492128424,2907095.01225425
"21247","121","F","A",2,"WET","DAY",NA,NA,200607031604,"20060703 1604","2006 7 3",1604,NA,"17",492810.418986112,2907417.4835054
"21248","121","F","A",2,"WET","NIGHT",NA,NA,200607032304,"20060703 2304","2006 7 3",2304,NA,"17",493853.456832003,2908157.26761957
"21249","121","F","A",2,"WET","DAY",NA,NA,200607041303,"20060704 1303","2006 7 4",1303,NA,"17",493542.111574259,2907959.57225136
"21250","121","F","A",2,"WET","NIGHT",NA,NA,200607050304,"20060705 304","2006 7 5",304,NA,"17",494915.098964669,2908135.63710056
"21251","121","F","A",2,"WET","NIGHT",NA,NA,200607060003,"20060706 003","2006 7 5",3,NA,"17",494922.9310189,2908307.98702879
"21252","121","F","A",2,"WET","DAY",NA,NA,200607071104,"20060707 1104","2006 7 7",1104,NA,"17",493648.111158002,2907998.08986157
"21253","121","F","A",2,"WET","DAY",NA,NA,200607071804,"20060707 1804","2006 7 7",1804,NA,"17",493271.447236024,2908330.72228402
"21254","121","F","A",2,"WET","NIGHT",NA,NA,200607080103,"20060708 103","2006 7 8",103,NA,"17",493186.004473899,2908439.05743467
"21255","121","F","A",2,"WET","DAY",NA,NA,200607080804,"20060708 804","2006 7 8",804,NA,"17",493359.493458245,2908074.67380429
"21256","121","F","A",2,"WET","NIGHT",NA,NA,200607082203,"20060708 2203","2006 7 8",2203,NA,"17",493255.699822444,2908419.36183709
"21257","121","F","A",2,"WET","NIGHT",NA,NA,200607091903,"20060709 1903","2006 7 9",1903,NA,"17",493319.70278037,2908239.40942824
"21258","121","F","A",2,"WET","NIGHT",NA,NA,200607100203,"20060710 203","2006 7 10",203,NA,"17",493736.275331669,2908082.69207693
"21259","121","F","A",2,"WET","DAY",NA,NA,200607100904,"20060710 904","2006 7 10",904,NA,"17",493818.669370111,2907800.74183631
"21260","121","F","A",2,"WET","NIGHT",NA,NA,200607102304,"20060710 2304","2006 7 10",2304,NA,"17",493514.632564448,2908188.58256497
"21261","121","F","A",2,"WET","DAY",NA,NA,200607111303,"20060711 1303","2006 7 11",1303,NA,"17",493763.025684725,2907979.58787319
