"","CatID","Sex","Age","ReprodStat","Season","Photoperiod","DateGMT","TimeGMT","DateTimeET","DateTimeET2","DateET2","TIMEET2","TTF","Zone","X","Y"
"21025","121","F","A",2,"DRY","NIGHT",NA,NA,200603211903,"20060321 1903","2006 3 21",1903,NA,"17",499422.029830229,2905803.31930327
"21026","121","F","A",2,"DRY","NIGHT",NA,NA,200603220204,"20060322 204","2006 3 22",204,NA,"17",501079.363259792,2904667.57549574
"21027","121","F","A",2,"DRY","DAY",NA,NA,200603221603,"20060322 1603","2006 3 22",1603,NA,"17",500686.754976824,2904751.1305648
"21028","121","F","A",2,"DRY","NIGHT",NA,NA,200603222303,"20060322 2303","2006 3 22",2303,NA,"17",499872.364594128,2905959.21096794
"21029","121","F","A",2,"DRY","NIGHT",NA,NA,200603230604,"20060323 604","2006 3 23",604,NA,"17",499274.143956643,2905822.10558937
"21030","121","F","A",2,"DRY","DAY",NA,NA,200603231303,"20060323 1303","2006 3 23",1303,NA,"17",499109.053383503,2905832.22519311
"21031","121","F","A",2,"DRY","NIGHT",NA,NA,200603240303,"20060324 303","2006 3 24",303,NA,"17",500688.868731659,2907367.5233957
"21032","121","F","A",2,"DRY","DAY",NA,NA,200603241004,"20060324 1004","2006 3 24",1004,NA,"17",500711.166028805,2907334.86948103
"21033","121","F","A",2,"DRY","DAY",NA,NA,200603241703,"20060324 1703","2006 3 24",1703,NA,"17",500816.425496057,2907380.19445723
"21034","121","F","A",2,"DRY","NIGHT",NA,NA,200603250004,"20060325 004","2006 3 25",4,NA,"17",499405.046130128,2905944.75797436
"21035","121","F","A",2,"DRY","DAY",NA,NA,200603250703,"20060325 703","2006 3 25",703,NA,"17",499143.833922055,2905825.97198656
"21036","121","F","A",2,"DRY","DAY",NA,NA,200603251404,"20060325 1404","2006 3 25",1404,NA,"17",499334.249236818,2905763.69619679
"21037","121","F","A",2,"DRY","NIGHT",NA,NA,200603260403,"20060326 403","2006 3 26",403,NA,"17",499093.997171119,2905791.93483116
"21038","121","F","A",2,"DRY","DAY",NA,NA,200603261104,"20060326 1104","2006 3 26",1104,NA,"17",499270.641235393,2906034.73988059
"21039","121","F","A",2,"DRY","DAY",NA,NA,200603261803,"20060326 1803","2006 3 26",1803,NA,"17",499446.643661071,2905915.1379446
"21040","121","F","A",2,"DRY","NIGHT",NA,NA,200603270104,"20060327 104","2006 3 27",104,NA,"17",497557.563063875,2901276.33887935
"21041","121","F","A",2,"DRY","DAY",NA,NA,200603270803,"20060327 803","2006 3 27",803,NA,"17",499847.10520824,2902247.37295858
"21042","121","F","A",2,"DRY","DAY",NA,NA,200603271503,"20060327 1503","2006 3 27",1503,NA,"17",500998.676180348,2905496.81034644
"21043","121","F","A",2,"DRY","NIGHT",NA,NA,200603272203,"20060327 2203","2006 3 27",2203,NA,"17",500498.246765085,2905541.78125872
"21044","121","F","A",2,"DRY","NIGHT",NA,NA,200603280504,"20060328 504","2006 3 28",504,NA,"17",500266.235496484,2907521.9150537
"21045","121","F","A",2,"DRY","NIGHT",NA,NA,200603281903,"20060328 1903","2006 3 28",1903,NA,"17",499963.134976834,2907548.06610917
"21046","121","F","A",2,"DRY","NIGHT",NA,NA,200603290203,"20060329 203","2006 3 29",203,NA,"17",500926.724958904,2907043.15307021
"21047","121","F","A",2,"DRY","DAY",NA,NA,200603291604,"20060329 1604","2006 3 29",1604,NA,"17",498306.730481859,2902974.0969224
"21048","121","F","A",2,"DRY","NIGHT",NA,NA,200603300603,"20060330 603","2006 3 30",603,NA,"17",501031.725319903,2901991.85825923
"21049","121","F","A",2,"DRY","DAY",NA,NA,200603301304,"20060330 1304","2006 3 30",1304,NA,"17",499614.898221564,2900745.66135254
"21050","121","F","A",2,"DRY","NIGHT",NA,NA,200603302003,"20060330 2003","2006 3 30",2003,NA,"17",497906.308823522,2900566.85455345
"21051","121","F","A",2,"DRY","NIGHT",NA,NA,200603310303,"20060331 303","2006 3 31",303,NA,"17",495034.958851289,2904388.87572942
"21052","121","F","A",2,"DRY","DAY",NA,NA,200603311003,"20060331 1003","2006 3 31",1003,NA,"17",495301.956855468,2906127.01402618
"21053","121","F","A",2,"DRY","DAY",NA,NA,200603311703,"20060331 1703","2006 3 31",1703,NA,"17",495128.897231892,2905598.24428827
"21054","121","F","A",2,"DRY","NIGHT",NA,NA,200604010003,"20060401 003","2006 4 1",3,NA,"17",496859.608596701,2906584.27790583
"21055","121","F","A",2,"DRY","DAY",NA,NA,200604010704,"20060401 704","2006 4 1",704,NA,"17",498820.155876704,2902534.4917559
"21056","121","F","A",2,"DRY","DAY",NA,NA,200604011403,"20060401 1403","2006 4 1",1403,NA,"17",499058.300128557,2902502.59251816
"21057","121","F","A",2,"DRY","NIGHT",NA,NA,200604020504,"20060402 504","2006 4 2",504,NA,"17",499437.793054819,2905796.26634263
"21058","121","F","A",2,"DRY","DAY",NA,NA,200604021204,"20060402 1204","2006 4 2",1204,NA,"17",499407.238263026,2906030.90590937
"21059","121","F","A",2,"DRY","NIGHT",NA,NA,200604021904,"20060402 1904","2006 4 2",1904,NA,"17",499360.748032518,2905942.68635632
"21060","121","F","A",2,"DRY","NIGHT",NA,NA,200604030204,"20060403 204","2006 4 3",204,NA,"17",499185.193482682,2905873.67651516
"21061","121","F","A",2,"DRY","DAY",NA,NA,200604031604,"20060403 1604","2006 4 3",1604,NA,"17",499130.981880881,2905752.77659851
"21062","121","F","A",2,"DRY","NIGHT",NA,NA,200604040604,"20060404 604","2006 4 4",604,NA,"17",498992.461997751,2902407.0436167
"21063","121","F","A",2,"DRY","NIGHT",NA,NA,200604042003,"20060404 2003","2006 4 4",2003,NA,"17",499434.753293283,2905804.77693928
"21064","121","F","A",2,"DRY","NIGHT",NA,NA,200604050303,"20060405 303","2006 4 5",303,NA,"17",499343.658945564,2905839.73565353
"21065","121","F","A",2,"DRY","DAY",NA,NA,200604051703,"20060405 1703","2006 4 5",1703,NA,"17",499428.181680355,2905642.5828298
