"","X","X.1","BEARID","FREQ","FIX","FIX_DATE_T","LMT_DATE","LMT_TIME","LATITUDE","LONGITUDE","ELEV","TIME","TEMP","FIX_STATUS","SATS_USED","PDOP","NAV","plot","Year","Init48","Trans","UTMe","UTMn","Day","Week","Season","subsample"
"239",239,239,5,580,295,38549.47993,"7/16/2005","11:31",39.1294089,-106.7579136,2547,59,29,"""2D Fix-F0""",3,2.6,"2D","yes",2005,"no","no",348051.943584,4332608.67008,197,28,"Pre-Hyperphagia","yes"
"241",241,241,5,580,297,38549.50056,"7/16/2005","12:00",39.1293086,-106.7579336,2547,41,30,"""2D Fix-F0""",3,3.3,"2D","yes",2005,"no","no",348049.999135,4332597.57184,197,28,"Pre-Hyperphagia","yes"
"243",243,243,5,580,299,38549.52139,"7/16/2005","12:30",39.1286206,-106.7581592,2547,41,30.5,"""2D Fix-F25""",4,2.5,"2D","yes",2005,"no","no",348029.018649,4332521.59239,197,28,"Pre-Hyperphagia","yes"
"246",246,246,5,580,303,38549.5633,"7/16/2005","13:31",39.1288667,-106.7577344,2680,69,31,"""3D Fix-F2""",5,3.1,"3D","yes",2005,"no","no",348066.268642,4332548.19439,197,28,"Pre-Hyperphagia","yes"
"247",247,247,5,580,309,38549.62521,"7/16/2005","15:00",39.1279264,-106.7580528,2773,51,29.5,"""3D Fix-F0""",4,6,"3D","yes",2005,"no","no",348036.723877,4332444.36895,197,28,"Pre-Hyperphagia","yes"
"249",249,249,5,580,311,38549.6466,"7/16/2005","15:31",39.1268269,-106.7590461,2729,72,27,"""3D Fix-F0""",4,8.9,"3D","yes",2005,"no","no",347948.494177,4332324.00535,197,28,"Pre-Hyperphagia","yes"
"251",251,251,5,580,313,38549.66685,"7/16/2005","16:00",39.1256983,-106.75882,2791,49,27.5,"""3D Fix-F0""",4,4.2,"3D","yes",2005,"no","no",347965.612363,4332198.36977,197,28,"Pre-Hyperphagia","yes"
"253",253,253,5,580,315,38549.68792,"7/16/2005","16:30",39.1254903,-106.7579703,2784,29,28,"""2D Fix-F1""",5,1.7,"2D","yes",2005,"no","no",348038.619045,4332173.8621,197,28,"Pre-Hyperphagia","yes"
"257",257,257,5,580,321,38549.75052,"7/16/2005","18:00",39.1169628,-106.7576406,2778,38,23,"""2D Fix-F0""",3,2.6,"2D","yes",2005,"no","no",348048.796137,4331226.89285,197,28,"Pre-Hyperphagia","yes"
"262",262,262,5,580,335,38549.89617,"7/16/2005","21:30",39.1225825,-106.7438883,2786,29,18,"""2D Fix-F17""",4,2,"2D","yes",2005,"no","no",349249.764335,4331827.66049,197,28,"Pre-Hyperphagia","yes"
"264",264,264,5,580,337,38549.91712,"7/16/2005","22:00",39.123365,-106.7432408,2784,32,21.5,"""2D Fix-F0""",3,2.2,"2D","yes",2005,"no","no",349307.408725,4331913.43031,197,28,"Pre-Hyperphagia","yes"
"266",266,266,5,580,339,38549.93784,"7/16/2005","22:30",39.1237114,-106.7434531,2639,29,26,"""2D Fix-F1""",4,1.5,"2D","yes",2005,"no","no",349289.793903,4331952.22765,197,28,"Pre-Hyperphagia","yes"
"268",268,268,5,580,341,38549.9586,"7/16/2005","23:00",39.1232867,-106.7467297,2639,31,18.5,"""2D Fix-F3""",4,2.3,"2D","yes",2005,"no","no",349005.628048,4331910.53827,197,28,"Pre-Hyperphagia","yes"
"269",269,269,5,580,345,38550.00056,"7/17/2005","00:00",39.1242386,-106.7494181,2641,44,26,"""2D Fix-F2""",4,4.2,"2D","yes",2005,"no","no",348775.253073,4332020.65964,198,29,"Pre-Hyperphagia","yes"
"270",270,270,5,580,349,38550.04233,"7/17/2005","01:00",39.1229961,-106.7494536,2630,53,29,"""2D Fix-F4""",5,3.2,"2D","yes",2005,"no","no",348769.526495,4331882.82106,198,29,"Pre-Hyperphagia","yes"
"271",271,271,5,580,351,38550.0627,"7/17/2005","01:30",39.1236094,-106.7497717,2662,21,31,"""3D Fix-F0""",4,8.8,"3D","yes",2005,"no","no",348743.338825,4331951.41764,198,29,"Pre-Hyperphagia","yes"
"273",273,273,5,580,355,38550.10505,"7/17/2005","02:31",39.1237036,-106.7498881,2660,70,30,"""2D Fix-F0""",3,2.7,"2D","yes",2005,"no","no",348733.47768,4331962.06631,198,29,"Pre-Hyperphagia","yes"
"276",276,276,5,580,359,38550.14627,"7/17/2005","03:30",39.1237797,-106.7498061,2684,32,32,"""2D Fix-F0""",3,2.6,"2D","yes",2005,"no","no",348740.729312,4331970.37555,198,29,"Pre-Hyperphagia","yes"
"277",277,277,5,580,361,38550.1673,"7/17/2005","04:00",39.1236039,-106.7494169,2684,49,29,"""2D Fix-F0""",3,4.5,"2D","yes",2005,"no","no",348773.999232,4331950.21604,198,29,"Pre-Hyperphagia","yes"
"279",279,279,5,580,363,38550.18806,"7/17/2005","04:30",39.1235431,-106.7497336,2684,42,30.5,"""2D Fix-F0""",3,3.8,"2D","yes",2005,"no","no",348746.490703,4331943.9959,198,29,"Pre-Hyperphagia","yes"
"281",281,281,5,580,367,38550.22959,"7/17/2005","05:30",39.1283247,-106.7511464,2625,31,19.5,"""2D Fix-F1""",4,1.8,"2D","yes",2005,"no","no",348634.593239,4332477.03291,198,29,"Pre-Hyperphagia","yes"
"285",285,285,5,580,375,38550.31306,"7/17/2005","07:30",39.1306394,-106.7675408,2637,42,15.5,"""3D Fix-F1""",8,3.4,"3D","yes",2005,"no","no",347222.406689,4332761.39884,198,29,"Pre-Hyperphagia","yes"
"287",287,287,5,580,377,38550.33359,"7/17/2005","08:00",39.1323633,-106.7680394,2592,20,17,"""3D Fix-F1""",6,3.5,"3D","yes",2005,"no","no",347183.034524,4332953.56442,198,29,"Pre-Hyperphagia","yes"
"289",289,289,5,580,379,38550.35487,"7/17/2005","08:31",39.1329017,-106.7680689,2592,55,17,"""3D Fix-F2""",6,3.8,"3D","yes",2005,"no","no",347181.648691,4333013.36813,198,29,"Pre-Hyperphagia","yes"
"291",291,291,5,580,381,38550.37543,"7/17/2005","09:00",39.1339514,-106.7691036,2565,31,18.5,"""3D Fix-F3""",5,5.4,"3D","yes",2005,"no","no",347094.482286,4333131.61147,198,29,"Pre-Hyperphagia","yes"
"293",293,293,5,580,383,38550.39612,"7/17/2005","09:30",39.1338789,-106.7683989,2577,50,20.5,"""3D Fix-F1""",5,4.2,"3D","yes",2005,"no","no",347155.237447,4333122.37793,198,29,"Pre-Hyperphagia","yes"
"295",295,295,5,580,385,38550.41729,"7/17/2005","10:00",39.1325722,-106.7676192,2584,50,21.5,"""3D Fix-F1""",6,4,"3D","yes",2005,"no","no",347219.807602,4332976.04157,198,29,"Pre-Hyperphagia","yes"
"297",297,297,5,580,387,38550.4381,"7/17/2005","10:30",39.132485,-106.7679258,2598,47,22.5,"""3D Fix-F1""",7,2.4,"3D","yes",2005,"no","no",347193.117067,4332966.87994,198,29,"Pre-Hyperphagia","yes"
"299",299,299,5,580,389,38550.45855,"7/17/2005","11:00",39.1331894,-106.7690039,2590,28,25,"""3D Fix-F1""",5,4.1,"3D","yes",2005,"no","no",347101.451554,4333046.87329,198,29,"Pre-Hyperphagia","yes"
"301",301,301,5,580,391,38550.47992,"7/17/2005","11:31",39.1333747,-106.7713425,2588,60,27,"""2D Fix-F1""",4,1.7,"2D","yes",2005,"no","no",346899.709842,4333071.38154,198,29,"Pre-Hyperphagia","yes"
"303",303,303,5,580,395,38550.52106,"7/17/2005","12:30",39.1315911,-106.7693272,2607,21,29.5,"""3D Fix-F1""",5,3.3,"3D","yes",2005,"no","no",347070.048037,4332870.03156,198,29,"Pre-Hyperphagia","yes"
"304",304,304,5,580,399,38550.5627,"7/17/2005","13:30",39.1313789,-106.7693164,2603,21,29.5,"""3D Fix-F0""",4,5.2,"3D","yes",2005,"no","no",347070.522461,4332846.46246,198,29,"Pre-Hyperphagia","yes"
"305",305,305,5,580,405,38550.62587,"7/17/2005","15:01",39.1314892,-106.7693311,2548,70,29,"""2D Fix-F0""",3,2.2,"2D","yes",2005,"no","no",347069.490446,4332858.72881,198,29,"Pre-Hyperphagia","yes"
"307",307,307,5,580,407,38550.64618,"7/17/2005","15:30",39.1324594,-106.7691053,2615,25,29,"""3D Fix-F1""",5,7.3,"3D","yes",2005,"no","no",347091.107467,4332966.02547,198,29,"Pre-Hyperphagia","yes"
"309",309,309,5,580,409,38550.66697,"7/17/2005","16:00",39.1331472,-106.7691642,2565,21,27.5,"""3D Fix-F19""",5,3.7,"3D","yes",2005,"no","no",347087.504298,4333042.45984,198,29,"Pre-Hyperphagia","yes"
"311",311,311,5,580,411,38550.68826,"7/17/2005","16:31",39.1334625,-106.7690403,2575,61,28,"""2D Fix-F0""",3,3.2,"2D","yes",2005,"no","no",347098.896043,4333077.24449,198,29,"Pre-Hyperphagia","yes"
"313",313,313,5,580,415,38550.72963,"7/17/2005","17:30",39.13356,-106.7691658,2581,31,29.5,"""2D Fix-F2""",4,2.1,"2D","yes",2005,"no","no",347088.259106,4333088.27694,198,29,"Pre-Hyperphagia","yes"
"315",315,315,5,580,423,38550.81318,"7/17/2005","19:30",39.1324003,-106.7585883,2607,50,22.5,"""3D Fix-F1""",5,3.4,"3D","yes",2005,"no","no",348000.053988,4332941.79842,198,29,"Pre-Hyperphagia","yes"
"316",316,316,5,580,425,38550.8338,"7/17/2005","20:00",39.1292242,-106.7532883,2607,31,18.5,"""2D Fix-F1""",4,1.8,"2D","yes",2005,"no","no",348451.368463,4332580.43762,198,29,"Pre-Hyperphagia","yes"
"318",318,318,5,580,427,38550.85443,"7/17/2005","20:30",39.1291242,-106.7518592,2634,19,20,"""3D Fix-F1""",6,2.6,"3D","yes",2005,"no","no",348574.689001,4332566.95382,198,29,"Pre-Hyperphagia","yes"
"320",320,320,5,580,429,38550.87544,"7/17/2005","21:00",39.1290675,-106.7524764,2582,29,21,"""2D Fix-F1""",4,4,"2D","yes",2005,"no","no",348521.21521,4332561.69097,198,29,"Pre-Hyperphagia","yes"
"322",322,322,5,580,431,38550.89645,"7/17/2005","21:30",39.1292686,-106.7520575,2613,51,21.5,"""3D Fix-F2""",7,2.5,"3D","yes",2005,"no","no",348557.856824,4332583.31081,198,29,"Pre-Hyperphagia","yes"
"324",324,324,5,580,433,38550.91699,"7/17/2005","22:00",39.1291481,-106.7523111,2602,19,26,"""3D Fix-F4""",7,3.2,"3D","yes",2005,"no","no",348535.676863,4332570.36042,198,29,"Pre-Hyperphagia","yes"
"326",326,326,5,580,435,38550.93782,"7/17/2005","22:30",39.1293339,-106.7521117,2599,19,27.5,"""3D Fix-F1""",5,3.7,"3D","yes",2005,"no","no",348553.311556,4332590.64852,198,29,"Pre-Hyperphagia","yes"
"327",327,327,5,580,437,38550.95877,"7/17/2005","23:00",39.1281903,-106.7519792,2852,29,24,"""2D Fix-F0""",3,3.3,"2D","yes",2005,"no","no",348562.315226,4332463.50589,198,29,"Pre-Hyperphagia","yes"
"329",329,329,5,580,439,38550.97948,"7/17/2005","23:30",39.1291181,-106.7520025,2646,18,25.5,"""3D Fix-F1""",5,5.9,"3D","yes",2005,"no","no",348562.288728,4332566.51591,198,29,"Pre-Hyperphagia","yes"
"331",331,331,5,580,441,38551.00022,"7/18/2005","00:00",39.1291178,-106.7521542,2613,19,26.5,"""3D Fix-F2""",5,4.2,"3D","yes",2005,"no","no",348549.174763,4332566.73576,199,29,"Pre-Hyperphagia","yes"
"333",333,333,5,580,443,38551.02154,"7/18/2005","00:31",39.1291958,-106.7521314,2614,53,28.5,"""3D Fix-F2""",5,4,"3D","yes",2005,"no","no",348551.312765,4332575.35448,199,29,"Pre-Hyperphagia","yes"
"335",335,335,5,580,445,38551.04207,"7/18/2005","01:00",39.1295311,-106.7534072,2581,30,23,"""2D Fix-F4""",4,3.4,"2D","yes",2005,"no","no",348441.748481,4332614.69723,199,29,"Pre-Hyperphagia","yes"
"337",337,337,5,580,447,38551.06277,"7/18/2005","01:30",39.1304775,-106.7539119,2641,30,26,"""2D Fix-F2""",4,3.9,"2D","yes",2005,"no","no",348400.15097,4332720.57567,199,29,"Pre-Hyperphagia","yes"
"339",339,339,5,580,449,38551.08361,"7/18/2005","02:00",39.1297278,-106.75343,2575,19,28.5,"""3D Fix-F3""",5,3.1,"3D","yes",2005,"no","no",348440.19935,4332636.5659,199,29,"Pre-Hyperphagia","yes"
"341",341,341,5,580,451,38551.10458,"7/18/2005","02:30",39.1297464,-106.7535019,2600,28,27.5,"""2D Fix-F3""",5,2.1,"2D","yes",2005,"no","no",348434.024071,4332638.75029,199,29,"Pre-Hyperphagia","yes"
"343",343,343,5,580,453,38551.12559,"7/18/2005","03:00",39.1299272,-106.7530844,2599,43,27.5,"""2D Fix-F0""",3,3,"2D","yes",2005,"no","no",348470.501065,4332658.11908,199,29,"Pre-Hyperphagia","yes"
"345",345,345,5,580,455,38551.14639,"7/18/2005","03:30",39.1297014,-106.7536408,2648,50,27,"""3D Fix-F0""",4,5.3,"3D","yes",2005,"no","no",348421.92082,4332633.98797,199,29,"Pre-Hyperphagia","yes"
"347",347,347,5,580,457,38551.16698,"7/18/2005","04:00",39.1297811,-106.7534333,2603,19,29,"""3D Fix-F0""",5,6,"3D","yes",2005,"no","no",348440.028373,4332642.48688,199,29,"Pre-Hyperphagia","yes"
"349",349,349,5,580,459,38551.18775,"7/18/2005","04:30",39.1299764,-106.7535411,2623,19,29.5,"""3D Fix-F1""",5,4,"3D","yes",2005,"no","no",348431.128734,4332664.34213,199,29,"Pre-Hyperphagia","yes"
"351",351,351,5,580,461,38551.20913,"7/18/2005","05:01",39.1297336,-106.7534144,2614,71,25.5,"""2D Fix-F0""",4,2.2,"2D","yes",2005,"no","no",348441.560277,4332637.18356,199,29,"Pre-Hyperphagia","yes"
"353",353,353,5,580,463,38551.22972,"7/18/2005","05:30",39.1294761,-106.7527167,2612,40,22.5,"""3D Fix-F2""",5,3.6,"3D","yes",2005,"no","no",348501.318786,4332607.44023,199,29,"Pre-Hyperphagia","yes"
"356",356,356,5,580,467,38551.27133,"7/18/2005","06:30",39.1317517,-106.7502775,2642,36,15,"""2D Fix-F2""",4,1.8,"2D","yes",2005,"no","no",348717.038625,4332855.92702,199,29,"Pre-Hyperphagia","yes"
"358",358,358,5,580,469,38551.29243,"7/18/2005","07:01",39.1316533,-106.7500297,2706,58,17,"""3D Fix-F5""",5,3.9,"3D","yes",2005,"no","no",348738.247686,4332844.59312,199,29,"Pre-Hyperphagia","yes"
"360",360,360,5,580,471,38551.3127,"7/18/2005","07:30",39.1316069,-106.7496944,2678,20,24.5,"""3D Fix-F0""",4,5.5,"3D","yes",2005,"no","no",348767.13152,4332838.88464,199,29,"Pre-Hyperphagia","yes"
"362",362,362,5,580,473,38551.33353,"7/18/2005","08:00",39.1315953,-106.7499625,2684,20,27.5,"""3D Fix-F0""",4,8.1,"3D","yes",2005,"no","no",348743.932292,4332838.04403,199,29,"Pre-Hyperphagia","yes"
"363",363,363,5,580,477,38551.37556,"7/18/2005","09:00",39.1290886,-106.7518997,2665,40,17.5,"""3D Fix-F1""",7,4.5,"3D","yes",2005,"no","no",348571.111819,4332563.07035,199,29,"Pre-Hyperphagia","yes"
"365",365,365,5,580,479,38551.39632,"7/18/2005","09:30",39.1291369,-106.7518353,2614,40,20,"""3D Fix-F1""",7,2.7,"3D","yes",2005,"no","no",348576.782181,4332568.32344,199,29,"Pre-Hyperphagia","yes"
"367",367,367,5,580,481,38551.41703,"7/18/2005","10:00",39.12669,-106.7548344,2642,24,17.5,"""3D Fix-F4""",6,4.3,"3D","yes",2005,"no","no",348312.282183,4332301.76425,199,29,"Pre-Hyperphagia","yes"
"369",369,369,5,580,483,38551.43821,"7/18/2005","10:31",39.1246781,-106.7556264,2732,54,18,"""3D Fix-F1""",5,5.2,"3D","yes",2005,"no","no",348239.498605,4332079.79909,199,29,"Pre-Hyperphagia","yes"
"371",371,371,5,580,485,38551.45853,"7/18/2005","11:00",39.1249567,-106.7560717,2624,19,23,"""3D Fix-F0""",4,9.9,"3D","yes",2005,"no","no",348201.601524,4332111.46392,199,29,"Pre-Hyperphagia","yes"
"373",373,373,5,580,489,38551.50053,"7/18/2005","12:00",39.1249222,-106.755855,2751,50,26,"""3D Fix-F1""",5,5,"3D","yes",2005,"no","no",348220.260652,4332107.27257,199,29,"Pre-Hyperphagia","yes"
"375",375,375,5,580,491,38551.52123,"7/18/2005","12:30",39.1256711,-106.7592781,2635,60,27,"""2D Fix-F2""",4,2.1,"2D","yes",2005,"no","no",347925.952611,4332196.11845,199,29,"Pre-Hyperphagia","yes"
"376",376,376,5,580,493,38551.542,"7/18/2005","13:00",39.1250064,-106.7600586,2809,22,27,"""3D Fix-F1""",5,7.8,"3D","yes",2005,"no","no",347857.050468,4332123.65523,199,29,"Pre-Hyperphagia","yes"
"378",378,378,5,580,495,38551.5628,"7/18/2005","13:30",39.1251669,-106.7609131,2785,20,28.5,"""3D Fix-F2""",6,4.2,"3D","yes",2005,"no","no",347783.526576,4332142.90089,199,29,"Pre-Hyperphagia","yes"
"379",379,379,5,580,499,38551.60472,"7/18/2005","14:30",39.1250083,-106.7607314,2795,40,29,"""3D Fix-F1""",5,4.4,"3D","yes",2005,"no","no",347798.892627,4332124.99409,199,29,"Pre-Hyperphagia","yes"
"381",381,381,5,580,501,38551.62544,"7/18/2005","15:00",39.1238308,-106.7626847,2820,48,28.5,"""3D Fix-F1""",5,6.4,"3D","yes",2005,"no","no",347627.496815,4331997.58737,199,29,"Pre-Hyperphagia","yes"
"383",383,383,5,580,503,38551.6461,"7/18/2005","15:30",39.1242381,-106.7661928,2786,19,24.5,"""3D Fix-F2""",5,6.2,"3D","yes",2005,"no","no",347325.104427,4332048.68627,199,29,"Pre-Hyperphagia","yes"
"385",385,385,5,580,505,38551.66726,"7/18/2005","16:00",39.1244933,-106.7662306,2811,52,26.5,"""3D Fix-F14""",5,3.6,"3D","yes",2005,"no","no",347322.387782,4332077.07304,199,29,"Pre-Hyperphagia","yes"
"387",387,387,5,580,507,38551.68823,"7/18/2005","16:31",39.1241508,-106.7654175,2818,59,26.5,"""2D Fix-F0""",3,3.5,"2D","yes",2005,"no","no",347391.939566,4332037.69352,199,29,"Pre-Hyperphagia","yes"
"389",389,389,5,580,509,38551.70877,"7/18/2005","17:00",39.1247694,-106.7661017,2819,31,26.5,"""2D Fix-F0""",3,3.2,"2D","yes",2005,"no","no",347334.127168,4332107.499,199,29,"Pre-Hyperphagia","yes"
"392",392,392,5,580,513,38551.75021,"7/18/2005","18:00",39.1288244,-106.7661447,2729,35,25,"""3D Fix-F0""",4,6.4,"3D","yes",2005,"no","no",347339.166815,4332557.61285,199,29,"Pre-Hyperphagia","yes"
"393",393,393,5,580,517,38551.79337,"7/18/2005","19:02",39.1299194,-106.7590311,2658,140,24.5,"""3D Fix-F1""",5,4.5,"3D","yes",2005,"no","no",347956.44252,4332667.19913,199,29,"Pre-Hyperphagia","yes"
"396",396,396,5,580,521,38551.83389,"7/18/2005","20:00",39.1290736,-106.7512961,2623,41,20.5,"""3D Fix-F2""",6,2.1,"3D","yes",2005,"no","no",348623.25639,4332560.39865,199,29,"Pre-Hyperphagia","yes"
"398",398,398,5,580,523,38551.85472,"7/18/2005","20:30",39.1322664,-106.7551075,2607,41,18.5,"""3D Fix-F0""",6,4.4,"3D","yes",2005,"no","no",348300.641723,4332921.11333,199,29,"Pre-Hyperphagia","yes"
"400",400,400,5,580,525,38551.87537,"7/18/2005","21:00",39.1329942,-106.7568403,2622,29,18.5,"""3D Fix-F2""",5,4.5,"3D","yes",2005,"no","no",348152.424443,4333004.78571,199,29,"Pre-Hyperphagia","yes"
"402",402,402,5,580,527,38551.89615,"7/18/2005","21:30",39.1329672,-106.7563936,2579,20,19,"""3D Fix-F3""",5,3,"3D","yes",2005,"no","no",348190.978202,4333001.04178,199,29,"Pre-Hyperphagia","yes"
"404",404,404,5,580,529,38551.91735,"7/18/2005","22:00",39.1340783,-106.7569714,2616,52,16,"""3D Fix-F0""",6,3,"3D","yes",2005,"no","no",348143.421771,4333125.32322,199,29,"Pre-Hyperphagia","yes"
"406",406,406,5,580,531,38551.93813,"7/18/2005","22:30",39.1347261,-106.75905,2651,52,18,"""3D Fix-F4""",6,3.6,"3D","yes",2005,"no","no",347965.148507,4333200.6993,199,29,"Pre-Hyperphagia","yes"
"408",408,408,5,580,533,38551.95919,"7/18/2005","23:01",39.1356775,-106.7597306,2406,71,25.5,"""2D Fix-F3""",5,2.3,"2D","yes",2005,"no","no",347908.367871,4333307.43036,199,29,"Pre-Hyperphagia","yes"
"410",410,410,5,580,535,38551.97941,"7/18/2005","23:30",39.1346364,-106.7588639,2593,20,27,"""3D Fix-F1""",6,4.1,"3D","yes",2005,"no","no",347981.041241,4333190.43222,199,29,"Pre-Hyperphagia","yes"
"412",412,412,5,580,537,38552.00056,"7/19/2005","00:00",39.1350692,-106.7602997,2678,41,22,"""3D Fix-F1""",6,4.1,"3D","yes",2005,"no","no",347857.868451,4333240.87253,200,29,"Pre-Hyperphagia","yes"
"414",414,414,5,580,539,38552.02112,"7/19/2005","00:30",39.1350481,-106.7603,2648,18,28,"""3D Fix-F1""",6,3.1,"3D","yes",2005,"no","no",347857.797097,4333238.53126,200,29,"Pre-Hyperphagia","yes"
"416",416,416,5,580,541,38552.04188,"7/19/2005","01:00",39.1351192,-106.7603586,2646,19,29,"""3D Fix-F4""",6,2.6,"3D","yes",2005,"no","no",347852.885056,4333246.5205,200,29,"Pre-Hyperphagia","yes"
"418",418,418,5,580,543,38552.06269,"7/19/2005","01:30",39.1349925,-106.7601767,2666,20,30,"""3D Fix-F0""",4,5.1,"3D","yes",2005,"no","no",347868.334883,4333232.15381,200,29,"Pre-Hyperphagia","yes"
"420",420,420,5,580,545,38552.08389,"7/19/2005","02:00",39.1351067,-106.7603322,2637,41,30.5,"""3D Fix-F2""",7,1.8,"3D","yes",2005,"no","no",347855.140035,4333245.08893,200,29,"Pre-Hyperphagia","yes"
"422",422,422,5,580,547,38552.10443,"7/19/2005","02:30",39.1351125,-106.76033,2632,19,30.5,"""3D Fix-F1""",6,2.2,"3D","yes",2005,"no","no",347855.342679,4333245.72895,200,29,"Pre-Hyperphagia","yes"
"424",424,424,5,580,549,38552.12519,"7/19/2005","03:00",39.1351086,-106.7602386,2629,19,30.5,"""3D Fix-F0""",4,5.2,"3D","yes",2005,"no","no",347863.234462,4333245.14288,200,29,"Pre-Hyperphagia","yes"
"427",427,427,5,580,553,38552.16685,"7/19/2005","04:00",39.1351006,-106.7602733,2629,20,31,"""3D Fix-F0""",4,6,"3D","yes",2005,"no","no",347860.217938,4333244.31318,200,29,"Pre-Hyperphagia","yes"
"429",429,429,5,580,555,38552.18806,"7/19/2005","04:30",39.1351522,-106.7603661,2623,42,30.5,"""3D Fix-F0""",6,2.8,"3D","yes",2005,"no","no",347852.307836,4333250.19556,200,29,"Pre-Hyperphagia","yes"
"431",431,431,5,580,557,38552.2089,"7/19/2005","05:00",39.1335186,-106.7603453,2612,50,24,"""3D Fix-F1""",5,4.2,"3D","yes",2005,"no","no",347850.588894,4333068.85656,200,29,"Pre-Hyperphagia","yes"
"433",433,433,5,580,559,38552.22961,"7/19/2005","05:30",39.1347658,-106.7621356,2618,33,17.5,"""3D Fix-F1""",6,4.2,"3D","yes",2005,"no","no",347698.528106,4333210.2795,200,29,"Pre-Hyperphagia","yes"
"435",435,435,5,580,561,38552.25019,"7/19/2005","06:00",39.1361158,-106.7642747,2528,21,15.5,"""3D Fix-F0""",4,9.7,"3D","yes",2005,"no","no",347516.546404,4333363.70084,200,29,"Pre-Hyperphagia","yes"
"437",437,437,5,580,563,38552.27102,"7/19/2005","06:30",39.1352292,-106.7662297,1904,21,15.5,"""3D Fix-F0""",4,9.6,"3D","yes",2005,"no","no",347345.652774,4333268.58896,200,29,"Pre-Hyperphagia","yes"
"438",438,438,5,580,565,38552.29191,"7/19/2005","07:00",39.1364528,-106.7645558,2628,37,15,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",347492.977057,4333401.57501,200,29,"Pre-Hyperphagia","yes"
"440",440,440,5,580,567,38552.31306,"7/19/2005","07:30",39.13657,-106.7647547,2597,42,15,"""3D Fix-F0""",6,3.2,"3D","yes",2005,"no","no",347476.038363,4333414.91669,200,29,"Pre-Hyperphagia","yes"
"443",443,443,5,580,573,38552.37521,"7/19/2005","09:00",39.1331842,-106.7493681,2772,22,14.5,"""3D Fix-F3""",5,7.9,"3D","yes",2005,"no","no",348798.710954,4333013.39638,200,29,"Pre-Hyperphagia","yes"
"445",445,445,5,580,575,38552.3966,"7/19/2005","09:31",39.1311014,-106.7449967,2813,60,16,"""3D Fix-F1""",5,5.5,"3D","yes",2005,"no","no",349172.11912,4332774.96426,200,29,"Pre-Hyperphagia","yes"
"447",447,447,5,580,577,38552.41727,"7/19/2005","10:00",39.1270658,-106.7409969,2739,50,17.5,"""3D Fix-F1""",6,3.6,"3D","yes",2005,"no","no",349509.27041,4332320.43706,200,29,"Pre-Hyperphagia","yes"
"449",449,449,5,580,579,38552.43811,"7/19/2005","10:30",39.1255625,-106.7396561,2711,50,20.5,"""3D Fix-F1""",7,2.4,"3D","yes",2005,"no","no",349621.978027,4332151.37248,200,29,"Pre-Hyperphagia","yes"
"451",451,451,5,580,581,38552.45897,"7/19/2005","11:00",39.1242464,-106.7381397,2665,50,24,"""3D Fix-F1""",5,4.4,"3D","yes",2005,"no","no",349750.268853,4332002.79521,200,29,"Pre-Hyperphagia","yes"
"453",453,453,5,580,585,38552.50056,"7/19/2005","12:00",39.1238875,-106.7315969,2832,42,25.5,"""2D Fix-F1""",5,1.8,"2D","yes",2005,"no","no",350315.122744,4331952.15299,200,29,"Pre-Hyperphagia","yes"
"455",455,455,5,580,587,38552.52102,"7/19/2005","12:30",39.1236914,-106.7303667,2816,20,26,"""3D Fix-F0""",4,5.4,"3D","yes",2005,"no","no",350421.057027,4331928.36107,200,29,"Pre-Hyperphagia","yes"
"457",457,457,5,580,589,38552.54214,"7/19/2005","13:00",39.12302,-106.7299364,2793,35,26,"""2D Fix-F0""",3,3.2,"2D","yes",2005,"no","no",350456.835934,4331853.1375,200,29,"Pre-Hyperphagia","yes"
"458",458,458,5,580,591,38552.56338,"7/19/2005","13:31",39.1238892,-106.7302442,2793,70,25,"""2D Fix-F4""",4,2,"2D","yes",2005,"no","no",350432.065456,4331950.11181,200,29,"Pre-Hyperphagia","yes"
