crop,d_cover,d_roads,animal_id,use,roaddist,BinRoad,NewDate,Season,cropnew,std_cover,std_roads
1,492.036584,0,647575A,1,11.44226609,0-200,4/22/2012 6:00,winter2012,1,3.204612916,-1.200032411
3,270,42.42640687,647575A,1,39.626713,0-200,4/22/2012 9:00,winter2012,1,1.436001673,-1.06531829
3,270,42.42640687,647575A,1,58.83271696,0-200,4/22/2012 12:00,winter2012,1,1.436001673,-1.06531829
4,0,742.1590126,647575A,1,751.6841449,600-800,4/22/2012 15:00,winter2012,2,-0.714657587,1.156502258
1,67.08203932,180,647575A,1,188.4850045,0-200,4/22/2012 18:02,winter2012,1,-0.180321998,-0.628488802
4,0,800.4998438,647575A,1,794.7149475,800-1000,4/22/2012 21:00,winter2012,2,-0.714657587,1.341748532
5,30,794.2921377,647575A,1,801.0477796,800-1000,4/23/2012 0:00,winter2012,3,-0.475695447,1.322037561
3,150,152.9705854,647575A,1,155.9625322,0-200,4/23/2012 3:00,winter2012,1,0.480153113,-0.714313742
3,241.8677324,60,647575A,1,70.44762291,0-200,4/23/2012 6:00,winter2012,1,1.211916778,-1.009517874
3,240,67.08203932,647575A,1,78.25000282,0-200,4/23/2012 9:00,winter2012,1,1.197039533,-0.987030684
3,735.4590403,90,647575A,1,109.7078475,0-200,4/23/2012 12:00,winter2012,1,5.143571287,-0.914260606
4,0,844.8076704,647575A,1,852.5064373,800-1000,4/23/2012 15:00,winter2012,2,-0.714657587,1.482436616
3,90,750.5997602,647575A,1,752.1603882,600-800,4/23/2012 18:00,winter2012,1,0.002228833,1.183303677
4,0,835.7032966,647575A,1,825.9303587,800-1000,4/23/2012 21:00,winter2012,2,-0.714657587,1.453528023
5,84.85281374,758.9466384,647575A,1,769.8033019,800-1000,4/24/2012 0:00,winter2012,3,-0.038770589,1.209807038
3,201.246118,417.8516483,647575A,1,424.7496641,400-600,4/24/2012 3:00,winter2012,1,0.888349181,0.126747806
3,540.8326913,247.3863375,647575A,1,265.9467405,200-400,4/24/2012 6:00,winter2012,1,3.593293657,-0.414520854
5,566.0388679,30,647575A,1,33.27864839,0-200,4/24/2012 9:00,winter2012,3,3.794071054,-1.104775143
3,228.4731932,90,647575A,1,85.52230263,0-200,4/24/2012 12:00,winter2012,1,1.105223852,-0.914260606
4,0,816.0882305,647575A,1,835.9388478,800-1000,4/24/2012 15:00,winter2012,2,-0.714657587,1.391245436
4,0,873.6131867,647575A,1,877.3457742,800-1000,4/24/2012 18:01,winter2012,2,-0.714657587,1.573901109
4,0,816.0882305,647575A,1,825.9358046,800-1000,4/24/2012 21:00,winter2012,2,-0.714657587,1.391245436
4,0,891.9641248,647575A,1,909.3969979,800-1000,4/25/2012 0:00,winter2012,2,-0.714657587,1.632169783
3,180,134.1640786,647575A,1,149.9805976,0-200,4/25/2012 3:00,winter2012,1,0.719115253,-0.774028957
3,212.1320344,90,647575A,1,118.9219787,0-200,4/25/2012 6:00,winter2012,1,0.97505991,-0.914260606
3,240,67.08203932,647575A,1,91.15901839,0-200,4/25/2012 9:00,winter2012,1,1.197039533,-0.987030684
3,174.9285568,150,647575A,1,139.9012839,0-200,4/25/2012 12:00,winter2012,1,0.678719156,-0.72374607
4,0,853.8149682,647575A,1,876.2866507,800-1000,4/25/2012 15:00,winter2012,2,-0.714657587,1.511036969
4,0,615.5485359,647575A,1,632.7670586,600-800,4/25/2012 18:00,winter2012,2,-0.714657587,0.754483321
5,42.42640687,888.4255737,647575A,1,888.5613601,800-1000,4/25/2012 21:00,winter2012,3,-0.376714088,1.620934026
5,60,436.8065934,647575A,1,436.1572421,400-600,4/26/2012 0:00,winter2012,3,-0.236733307,0.186934349
3,150,152.9705854,647575A,1,180.4562629,0-200,4/26/2012 3:00,winter2012,1,0.480153113,-0.714313742
3,270,42.42640687,647575A,1,63.39605404,0-200,4/26/2012 6:00,winter2012,1,1.436001673,-1.06531829
3,268.3281573,60,647575A,1,48.39118812,0-200,4/26/2012 9:00,winter2012,1,1.42268477,-1.009517874
3,180,123.6931688,647575A,1,151.5633239,0-200,4/26/2012 12:00,winter2012,1,0.719115253,-0.807276633
5,30,735.4590403,647575A,1,747.982454,600-800,4/26/2012 15:01,winter2012,3,-0.475695447,1.135228223
4,0,807.7747211,647575A,1,806.3092661,800-1000,4/26/2012 18:00,winter2012,2,-0.714657587,1.36484803
4,0,891.9641248,647575A,1,905.9544435,800-1000,4/26/2012 21:01,winter2012,2,-0.714657587,1.632169783
4,0,900.4998612,647575A,1,903.904477,800-1000,4/27/2012 0:00,winter2012,2,-0.714657587,1.659272814
3,180,123.6931688,647575A,1,149.8466449,0-200,4/27/2012 3:00,winter2012,1,0.719115253,-0.807276633
3,174.9285568,150,647575A,1,161.7728623,0-200,4/27/2012 6:00,winter2012,1,0.678719156,-0.72374607
4,0,335.4101966,647575A,1,347.479248,200-400,4/27/2012 9:00,winter2012,2,-0.714657587,-0.135023776
3,60,268.3281573,647575A,1,270.0044882,200-400,4/27/2012 12:00,winter2012,1,-0.236733307,-0.348025503
4,0,630.7138812,647575A,1,648.2429586,600-800,4/27/2012 15:00,winter2012,2,-0.714657587,0.802636966
4,0,600,647575A,1,623.513189,600-800,4/27/2012 21:00,winter2012,2,-0.714657587,0.705112952
4,0,692.6037828,647575A,1,707.4230337,600-800,4/28/2012 0:00,winter2012,2,-0.714657587,0.999152398
1,283.019434,0,647575A,1,14.2671015,0-200,4/28/2012 3:00,winter2012,1,1.539706733,-1.200032411
3,268.3281573,30,647575A,1,24.78220677,0-200,4/28/2012 6:00,winter2012,1,1.42268477,-1.104775143
1,295.4657341,30,647575A,1,30.46608315,0-200,4/28/2012 9:00,winter2012,1,1.63884655,-1.104775143
3,228.4731932,90,647575A,1,91.45709467,0-200,4/28/2012 12:00,winter2012,1,1.105223852,-0.914260606
4,0,379.4733192,647575A,1,385.4064178,400-600,4/28/2012 15:00,winter2012,2,-0.714657587,0.004887313
5,30,313.2091953,647575A,1,323.8402752,200-400,4/28/2012 18:00,winter2012,3,-0.475695447,-0.205517334
4,0,424.2640687,647575A,1,428.551522,400-600,4/28/2012 21:00,winter2012,2,-0.714657587,0.147108795
4,0,390,647575A,1,415.6931634,400-600,4/29/2012 0:00,winter2012,2,-0.714657587,0.038312075
3,210,94.86832981,647575A,1,119.6897681,0-200,4/29/2012 3:00,winter2012,1,0.958077393,-0.89880248
1,300,30,647575A,1,20.23960795,0-200,4/29/2012 6:00,winter2012,1,1.674963814,-1.104775143
3,270,42.42640687,647575A,1,37.03472218,0-200,4/29/2012 9:00,winter2012,1,1.436001673,-1.06531829
3,271.6615541,30,647575A,1,51.57363795,0-200,4/29/2012 12:00,winter2012,1,1.449236625,-1.104775143
2,30,664.0783086,647575A,1,662.1561539,600-800,4/29/2012 15:00,winter2012,1,-0.475695447,0.908577107
4,0,771.2976079,647575A,1,775.0652783,800-1000,4/29/2012 18:00,winter2012,2,-0.714657587,1.249024358
4,0,630.7138812,647575A,1,645.5685153,600-800,4/29/2012 21:01,winter2012,2,-0.714657587,0.802636966
4,0,636.3961031,647575A,1,634.383751,600-800,4/30/2012 0:00,winter2012,2,-0.714657587,0.820679397
3,120,182.4828759,647575A,1,183.3632926,0-200,4/30/2012 3:00,winter2012,1,0.241190973,-0.620605069
3,271.6615541,30,647575A,1,43.10722476,0-200,4/30/2012 6:00,winter2012,1,1.449236625,-1.104775143
3,453.9823785,123.6931688,647575A,1,129.5053445,0-200,4/30/2012 9:00,winter2012,1,2.90149577,-0.807276633
3,150,152.9705854,647575A,1,182.1427601,0-200,4/30/2012 12:01,winter2012,1,0.480153113,-0.714313742
4,0,740.9453421,647575A,1,753.7623839,600-800,4/30/2012 15:00,winter2012,2,-0.714657587,1.152648561
5,42.42640687,778.8452991,647575A,1,777.7129847,800-1000,4/30/2012 18:00,winter2012,3,-0.376714088,1.272990106
4,0,635.688603,647575A,1,645.3056691,600-800,4/30/2012 21:01,winter2012,2,-0.714657587,0.818432913
5,30,768.9603371,647575A,1,780.1795514,800-1000,5/1/2012 0:00,winter2012,3,-0.475695447,1.241602957
3,240,606.7124525,647575A,1,609.3482234,600-800,5/1/2012 3:00,winter2012,1,1.197039533,0.726426615
3,241.8677324,597.7457654,647575A,1,608.5959274,600-800,5/1/2012 6:00,winter2012,1,1.211916778,0.697955211
3,241.8677324,432.6661531,647575A,1,423.0919829,400-600,5/1/2012 9:00,winter2012,1,1.211916778,0.173787448
3,228.4731932,362.4913792,647575A,1,383.5010746,400-600,5/1/2012 12:00,winter2012,1,1.105223852,-0.04903446
4,0,863.7708029,647575A,1,861.124509,800-1000,5/1/2012 15:00,winter2012,2,-0.714657587,1.542649156
5,42.42640687,778.8452991,647575A,1,777.7129847,800-1000,5/1/2012 18:00,winter2012,3,-0.376714088,1.272990106
3,67.08203932,664.0783086,647575A,1,683.9391959,600-800,5/1/2012 21:00,winter2012,1,-0.180321998,0.908577107
5,108.1665383,750,647575A,1,745.6265756,600-800,5/2/2012 0:01,winter2012,3,0.146932662,1.181399293
3,67.08203932,789.1767863,647575A,1,798.1049363,800-1000,5/2/2012 3:00,winter2012,1,-0.180321998,1.305795081
3,216.3330765,617.7378085,647575A,1,600.7637491,600-800,5/2/2012 6:00,winter2012,1,1.008522911,0.761434792
4,0,589.4064811,647575A,1,596.5119221,600-800,5/2/2012 9:00,winter2012,2,-0.714657587,0.671475963
3,67.08203932,721.2489168,647575A,1,706.9300937,600-800,5/2/2012 12:00,winter2012,1,-0.180321998,1.090107638
5,30,750,647575A,1,760.6437919,600-800,5/2/2012 15:00,winter2012,3,-0.475695447,1.181399293
3,94.86832981,759.5393341,647575A,1,789.9687648,800-1000,5/2/2012 18:01,winter2012,1,0.04100705,1.21168899
5,30,750,647575A,1,772.3959587,800-1000,5/2/2012 21:00,winter2012,3,-0.475695447,1.181399293
4,0,807.7747211,647575A,1,834.3096242,800-1000,5/3/2012 0:01,winter2012,2,-0.714657587,1.36484803
3,180,516.139516,647575A,1,514.7318814,400-600,5/3/2012 3:00,winter2012,1,0.719115253,0.438835599
3,241.8677324,432.6661531,647575A,1,419.8866958,400-600,5/3/2012 6:00,winter2012,1,1.211916778,0.173787448
3,271.6615541,496.5883607,647575A,1,500.8427372,400-600,5/3/2012 9:00,winter2012,1,1.449236625,0.376755944
3,210,499.2995093,647575A,1,500.8260391,400-600,5/3/2012 12:00,winter2012,1,0.958077393,0.385364498
4,0,863.7708029,647575A,1,868.6602601,800-1000,5/3/2012 15:00,winter2012,2,-0.714657587,1.542649156
4,0,844.8076704,647575A,1,855.998849,800-1000,5/3/2012 18:00,winter2012,2,-0.714657587,1.482436616
4,0,844.8076704,647575A,1,861.395884,800-1000,5/3/2012 21:00,winter2012,2,-0.714657587,1.482436616
3,84.85281374,692.6037828,647575A,1,708.2475674,600-800,5/4/2012 0:00,winter2012,1,-0.038770589,0.999152398
3,180,492.036584,647575A,1,487.1423358,400-600,5/4/2012 3:00,winter2012,1,0.719115253,0.36230295
3,295.4657341,313.2091953,647575A,1,305.5640715,200-400,5/4/2012 6:00,winter2012,1,1.63884655,-0.205517334
3,240,600,647575A,1,599.156184,600-800,5/4/2012 9:00,winter2012,1,1.197039533,0.705112952
3,134.1640786,600,647575A,1,590.1481373,600-800,5/4/2012 12:00,winter2012,1,0.354013591,0.705112952
5,42.42640687,778.8452991,647575A,1,793.0066181,800-1000,5/4/2012 15:00,winter2012,3,-0.376714088,1.272990106
5,30,750,647575A,1,775.092861,800-1000,5/4/2012 18:00,winter2012,3,-0.475695447,1.181399293
5,42.42640687,778.8452991,647575A,1,789.373969,800-1000,5/4/2012 21:00,winter2012,3,-0.376714088,1.272990106
4,0,807.7747211,647575A,1,825.2687577,800-1000,5/5/2012 0:00,winter2012,2,-0.714657587,1.36484803
3,241.8677324,432.6661531,647575A,1,420.9292751,400-600,5/5/2012 3:00,winter2012,1,1.211916778,0.173787448
3,94.86832981,759.5393341,647575A,1,757.9855803,600-800,5/5/2012 6:00,winter2012,1,0.04100705,1.21168899
3,108.1665383,474.341649,647575A,1,497.1536848,400-600,5/5/2012 9:01,winter2012,1,0.146932662,0.306117245
3,210,630,647575A,1,649.6316042,600-800,5/5/2012 12:00,winter2012,1,0.958077393,0.80037022
5,42.42640687,778.8452991,647575A,1,784.6087976,800-1000,5/5/2012 15:00,winter2012,3,-0.376714088,1.272990106
5,30,750,647575A,1,758.100447,600-800,5/5/2012 18:00,winter2012,3,-0.475695447,1.181399293
5,42.42640687,778.8452991,647575A,1,780.8849637,800-1000,5/5/2012 21:00,winter2012,3,-0.376714088,1.272990106
4,0,807.7747211,647575A,1,824.4721621,800-1000,5/6/2012 0:00,winter2012,2,-0.714657587,1.36484803
3,403.6087214,30,647575A,1,53.24644964,0-200,5/6/2012 3:00,winter2012,1,2.500249207,-1.104775143
1,300,30,647575A,1,31.00938256,0-200,5/6/2012 6:00,winter2012,1,1.674963814,-1.104775143
3,161.5549442,150,647575A,1,151.9048313,0-200,5/6/2012 9:00,winter2012,1,0.57219292,-0.72374607
3,180,134.1640786,647575A,1,136.1226903,0-200,5/6/2012 12:00,winter2012,1,0.719115253,-0.774028957
5,42.42640687,778.8452991,647575A,1,776.287755,800-1000,5/6/2012 15:01,winter2012,3,-0.376714088,1.272990106
5,42.42640687,778.8452991,647575A,1,786.6770666,800-1000,5/6/2012 18:00,winter2012,3,-0.376714088,1.272990106
2,30,787.4642849,647575A,1,772.0319694,800-1000,5/6/2012 21:00,winter2012,1,-0.475695447,1.300357474
3,67.08203932,789.1767863,647575A,1,816.4764952,800-1000,5/7/2012 0:00,winter2012,1,-0.180321998,1.305795081
3,390,450.9988914,647575A,1,472.9933077,400-600,5/7/2012 3:00,winter2012,1,2.391850234,0.231998334
3,390,450.9988914,647575A,1,472.9342784,400-600,5/7/2012 6:00,winter2012,1,2.391850234,0.231998334
3,420,420,647575A,1,438.1524163,400-600,5/7/2012 9:00,winter2012,1,2.630812374,0.133569343
3,150,695.8448103,647575A,1,726.670985,600-800,5/7/2012 12:00,winter2012,1,0.480153113,1.009443445
3,84.85281374,794.2921377,647575A,1,792.6764126,800-1000,5/7/2012 15:00,winter2012,1,-0.038770589,1.322037561
5,152.9705854,735.4590403,647575A,1,741.0656865,600-800,5/7/2012 18:00,winter2012,3,0.503815028,1.135228223
4,0,807.7747211,647575A,1,821.1090767,800-1000,5/7/2012 21:00,winter2012,2,-0.714657587,1.36484803
3,60,785.1751397,647575A,1,809.2580582,800-1000,5/8/2012 0:00,winter2012,1,-0.236733307,1.293088884
3,180,660,647575A,1,672.8306212,600-800,5/8/2012 3:00,winter2012,1,0.719115253,0.895627489
3,180,660,647575A,1,658.6188012,600-800,5/8/2012 6:00,winter2012,1,0.719115253,0.895627489
3,150,624.2595614,647575A,1,617.0247523,600-800,5/8/2012 9:00,winter2012,1,0.480153113,0.782142937
3,108.1665383,295.4657341,647575A,1,327.148496,200-400,5/8/2012 12:00,winter2012,1,0.146932662,-0.261857122
4,0,618.4658438,647575A,1,623.9320046,600-800,5/8/2012 15:00,winter2012,2,-0.714657587,0.76374648
4,0,589.4064811,647575A,1,614.5696339,600-800,5/8/2012 18:00,winter2012,2,-0.714657587,0.671475963
4,0,589.4064811,647575A,1,597.1165645,600-800,5/8/2012 21:00,winter2012,2,-0.714657587,0.671475963
4,0,579.3962375,647575A,1,601.3298724,600-800,5/9/2012 0:00,winter2012,2,-0.714657587,0.639691015
3,228.4731932,403.6087214,647575A,1,404.2446357,400-600,5/9/2012 3:00,winter2012,1,1.105223852,0.081523063
3,364.9657518,429.5346319,647575A,1,454.7833584,400-600,5/9/2012 6:00,winter2012,1,2.192442316,0.16384411
3,60,540.8326913,647575A,1,544.0903155,400-600,5/9/2012 9:00,winter2012,1,-0.236733307,0.517242413
3,180,662.721661,647575A,1,689.0281664,600-800,5/9/2012 12:00,winter2012,1,0.719115253,0.904269422
2,30,814.9846624,647575A,1,816.1081955,800-1000,5/9/2012 15:00,winter2012,1,-0.475695447,1.38774134
4,0,375.8989226,647575A,1,380.4359495,200-400,5/9/2012 18:00,winter2012,2,-0.714657587,-0.006462262
5,152.9705854,735.4590403,647575A,1,744.8565311,600-800,5/9/2012 21:00,winter2012,3,0.503815028,1.135228223
4,0,844.8076704,647575A,1,850.9321547,800-1000,5/10/2012 0:00,winter2012,2,-0.714657587,1.482436616
3,240,606.7124525,647575A,1,614.5962755,600-800,5/10/2012 3:00,winter2012,1,1.197039533,0.726426615
3,210,630,647575A,1,627.363392,600-800,5/10/2012 6:00,winter2012,1,0.958077393,0.80037022
3,210,630,647575A,1,643.6729327,600-800,5/10/2012 9:00,winter2012,1,0.958077393,0.80037022
3,120,722.4956747,647575A,1,729.428185,600-800,5/10/2012 12:00,winter2012,1,0.241190973,1.094066397
5,152.9705854,735.4590403,647575A,1,746.444437,600-800,5/10/2012 15:00,winter2012,3,0.503815028,1.135228223
5,150,794.2921377,647575A,1,774.2029113,800-1000,5/10/2012 18:00,winter2012,3,0.480153113,1.322037561
5,182.4828759,759.5393341,647575A,1,757.2744016,600-800,5/10/2012 21:00,winter2012,3,0.738892365,1.21168899
5,30,848.5281374,647575A,1,861.1351907,800-1000,5/11/2012 0:00,winter2012,3,-0.475695447,1.49425
3,201.246118,684.1052551,647575A,1,698.0507803,600-800,5/11/2012 3:00,winter2012,1,0.888349181,0.972167513
3,300,540,647575A,1,557.9237476,400-600,5/11/2012 6:00,winter2012,1,1.674963814,0.514598416
3,150,690.651866,647575A,1,703.594144,600-800,5/11/2012 9:00,winter2012,1,0.480153113,0.992954589
5,42.42640687,835.7032966,647575A,1,837.7496281,800-1000,5/11/2012 12:00,winter2012,3,-0.376714088,1.453528023
5,60,752.3961722,647575A,1,771.6470275,800-1000,5/11/2012 15:00,winter2012,3,-0.236733307,1.18900772
4,0,690.651866,647575A,1,713.0499691,600-800,5/11/2012 18:00,winter2012,2,-0.714657587,0.992954589
4,0,630.7138812,647575A,1,652.2862775,600-800,5/11/2012 21:00,winter2012,2,-0.714657587,0.802636966
5,30,655.20989,647575A,1,660.8112691,600-800,5/12/2012 0:00,winter2012,3,-0.475695447,0.880417729
3,457.9301257,60,647575A,1,48.97440021,0-200,5/12/2012 3:01,winter2012,1,2.932941174,-1.009517874
3,416.7733197,90,647575A,1,99.4295159,0-200,5/12/2012 6:00,winter2012,1,2.605110559,-0.914260606
3,402.4922359,120,647575A,1,107.0643174,0-200,5/12/2012 9:00,winter2012,1,2.491355948,-0.819003338
3,360,480.9365863,647575A,1,488.2146445,400-600,5/12/2012 12:00,winter2012,1,2.152888094,0.327057768
4,0,589.4064811,647575A,1,615.5197869,600-800,5/12/2012 15:00,winter2012,2,-0.714657587,0.671475963
4,0,740.9453421,647575A,1,759.3097457,600-800,5/12/2012 18:00,winter2012,2,-0.714657587,1.152648561
3,270,570,647575A,1,563.9414457,400-600,5/12/2012 21:01,winter2012,1,1.436001673,0.609855684
4,0,836.7795409,647575A,1,849.9593721,800-1000,5/13/2012 0:00,winter2012,2,-0.714657587,1.45694536
2,189.7366596,958.5927185,647575A,1,960.1842033,1000-1200,5/13/2012 3:00,winter2012,1,0.796671687,1.843731711
5,210,823.7718131,647575A,1,846.8517139,800-1000,5/13/2012 6:00,winter2012,3,0.958077393,1.415642672
3,152.9705854,700.3570518,647575A,1,716.4757015,600-800,5/13/2012 9:00,winter2012,1,0.503815028,1.023770905
3,174.9285568,713.0918594,647575A,1,708.9146543,600-800,5/13/2012 12:00,winter2012,1,0.678719156,1.064207005
3,90,755.3806987,647575A,1,776.4173023,800-1000,5/13/2012 15:00,winter2012,1,0.002228833,1.198484315
5,161.5549442,692.6037828,647575A,1,681.2270845,600-800,5/13/2012 18:00,winter2012,3,0.57219292,0.999152398
4,0,630.7138812,647575A,1,650.5245623,600-800,5/13/2012 21:00,winter2012,2,-0.714657587,0.802636966
5,30,1002.646498,647575A,1,1013.046171,1000-1200,5/14/2012 0:00,winter2012,3,-0.475695447,1.983613133
5,30,816.0882305,647575A,1,821.9636282,800-1000,5/14/2012 3:00,winter2012,3,-0.475695447,1.391245436
3,180,662.721661,647575A,1,674.757318,600-800,5/14/2012 6:00,winter2012,1,0.719115253,0.904269422
3,150,690.651866,647575A,1,690.7656656,600-800,5/14/2012 9:00,winter2012,1,0.480153113,0.992954589
3,180,662.721661,647575A,1,681.0898254,600-800,5/14/2012 12:00,winter2012,1,0.719115253,0.904269422
5,152.9705854,735.4590403,647575A,1,722.0558586,600-800,5/14/2012 15:00,winter2012,3,0.503815028,1.135228223
5,150,794.2921377,647575A,1,781.4998566,800-1000,5/14/2012 18:00,winter2012,3,0.480153113,1.322037561
5,67.08203932,844.8076704,647575A,1,840.1601616,800-1000,5/14/2012 21:00,winter2012,3,-0.180321998,1.482436616
5,150,794.2921377,647575A,1,794.0968198,800-1000,5/15/2012 0:00,winter2012,3,0.480153113,1.322037561
3,84.85281374,794.2921377,647575A,1,802.5708929,800-1000,5/15/2012 3:00,winter2012,1,-0.038770589,1.322037561
3,150,690.651866,647575A,1,692.6863051,600-800,5/15/2012 6:00,winter2012,1,0.480153113,0.992954589
3,150,690.651866,647575A,1,688.6876223,600-800,5/15/2012 9:00,winter2012,1,0.480153113,0.992954589
5,276.5863337,865.8521814,647575A,1,857.7313662,800-1000,5/15/2012 12:00,winter2012,3,1.488464487,1.549258037
4,0,863.7708029,647575A,1,869.6058563,800-1000,5/15/2012 15:00,winter2012,2,-0.714657587,1.542649156
4,0,846.9356528,647575A,1,859.9009029,800-1000,5/15/2012 18:00,winter2012,2,-0.714657587,1.489193476
4,0,844.8076704,647575A,1,858.0259687,800-1000,5/15/2012 21:00,winter2012,2,-0.714657587,1.482436616
3,60,782.3042886,647575A,1,787.2456205,800-1000,5/16/2012 0:00,winter2012,1,-0.236733307,1.283973236
3,123.6931688,642.0280368,647575A,1,643.1979922,600-800,5/16/2012 3:00,winter2012,1,0.270608557,0.838562151
3,108.1665383,684.1052551,647575A,1,682.3162416,600-800,5/16/2012 6:00,winter2012,1,0.146932662,0.972167513
3,84.85281374,692.6037828,647575A,1,682.2693016,600-800,5/16/2012 9:00,winter2012,1,-0.038770589,0.999152398
3,60,782.3042886,647575A,1,810.3265911,800-1000,5/16/2012 12:00,winter2012,1,-0.236733307,1.283973236
3,60,782.3042886,647575A,1,793.3370093,800-1000,5/16/2012 15:00,winter2012,1,-0.236733307,1.283973236
5,30,750,647575A,1,774.2962649,800-1000,5/16/2012 18:00,winter2012,3,-0.475695447,1.181399293
3,60,750,647575A,1,752.2056453,600-800,5/16/2012 21:00,winter2012,1,-0.236733307,1.181399293
4,0,844.8076704,647575A,1,858.1065543,800-1000,5/17/2012 0:00,winter2012,2,-0.714657587,1.482436616
3,295.4657341,531.6013544,647575A,1,536.5803244,400-600,5/17/2012 3:00,winter2012,1,1.63884655,0.487930681
3,305.9411708,488.3646179,647575A,1,511.151285,400-600,5/17/2012 6:00,winter2012,1,1.722287643,0.350643568
3,283.019434,339.411255,647575A,1,329.0137227,200-400,5/17/2012 9:00,winter2012,1,1.539706733,-0.122319446
3,60,785.1751397,647575A,1,796.8479709,800-1000,5/17/2012 12:00,winter2012,1,-0.236733307,1.293088884
5,120,660.6814664,647575A,1,646.4852324,600-800,5/17/2012 15:00,winter2012,3,0.241190973,0.897791309
5,152.9705854,735.4590403,647575A,1,736.3016941,600-800,5/17/2012 18:00,winter2012,3,0.503815028,1.135228223
5,134.1640786,662.721661,647575A,1,652.4907918,600-800,5/17/2012 21:00,winter2012,3,0.354013591,0.904269422
5,94.86832981,636.3961031,647575A,1,646.485545,600-800,5/18/2012 0:00,winter2012,3,0.04100705,0.820679397
3,270,570,647575A,1,592.0109209,600-800,5/18/2012 3:00,winter2012,1,1.436001673,0.609855684
3,60,782.3042886,647575A,1,774.9838849,800-1000,5/18/2012 6:00,winter2012,1,-0.236733307,1.283973236
3,120,722.4956747,647575A,1,746.7472312,600-800,5/18/2012 9:00,winter2012,1,0.241190973,1.094066397
3,42.42640687,674.1661516,647575A,1,682.7791725,600-800,5/18/2012 12:00,winter2012,1,-0.376714088,0.940608452
4,0,646.2197769,647575A,1,649.710874,600-800,5/18/2012 15:00,winter2012,2,-0.714657587,0.851871942
4,0,635.688603,647575A,1,652.6909562,600-800,5/18/2012 18:00,winter2012,2,-0.714657587,0.818432913
5,30,750,647575A,1,765.8072603,600-800,5/18/2012 21:00,winter2012,3,-0.475695447,1.181399293
5,30,804.9844719,647575A,1,810.4219915,800-1000,5/19/2012 0:00,winter2012,3,-0.475695447,1.355988313
3,361.2478374,480,647575A,1,490.5228009,400-600,5/19/2012 3:00,winter2012,1,2.162827623,0.32408388
3,301.4962686,540,647575A,1,534.1284258,400-600,5/19/2012 6:00,winter2012,1,1.686882199,0.514598416
3,331.3608305,510,647575A,1,528.6676795,400-600,5/19/2012 9:00,winter2012,1,1.924765519,0.419341148
1,108.1665383,882.8363382,647575A,1,888.3939175,800-1000,5/19/2012 12:00,winter2012,1,0.146932662,1.603186849
4,0,873.6131867,647575A,1,878.5619371,800-1000,5/19/2012 15:00,winter2012,2,-0.714657587,1.573901109
5,42.42640687,715.6116265,647575A,1,729.2620029,600-800,5/19/2012 18:00,winter2012,3,-0.376714088,1.072207876
4,0,882.3264702,647575A,1,893.3832172,800-1000,5/19/2012 21:00,winter2012,2,-0.714657587,1.601567895
4,0,975.807358,647575A,1,980.9747237,1000-1200,5/20/2012 0:00,winter2012,2,-0.714657587,1.898392362
3,212.1320344,844.8076704,647575A,1,859.1586748,800-1000,5/20/2012 3:00,winter2012,1,0.97505991,1.482436616
5,90,740.9453421,647575A,1,753.8475144,600-800,5/20/2012 6:00,winter2012,3,0.002228833,1.152648561
2,228.4731932,941.5412896,647575A,1,971.3925596,1000-1200,5/20/2012 9:00,winter2012,1,1.105223852,1.789589293
4,0,912.4143795,647575A,1,921.412529,800-1000,5/20/2012 12:00,winter2012,2,-0.714657587,1.697104297
5,30,1041.393297,647575A,1,1050.600123,1000-1200,5/20/2012 15:00,winter2012,3,-0.475695447,2.106643609
4,0,939.6275858,647575A,1,936.9047221,800-1000,5/20/2012 18:00,winter2012,2,-0.714657587,1.783512819
4,0,910.933587,647575A,1,930.3972831,800-1000,5/20/2012 21:00,winter2012,2,-0.714657587,1.692402422
1,67.08203932,966.0745313,647575A,1,970.0585715,1000-1200,5/21/2012 0:00,winter2012,1,-0.180321998,1.867488279
1,174.9285568,997.2462083,647575A,1,1001.832797,1000-1200,5/21/2012 3:00,winter2012,1,0.678719156,1.966465905
4,0,872.0665112,647575A,1,880.0927319,800-1000,5/21/2012 6:00,winter2012,2,-0.714657587,1.56899004
3,241.8677324,597.7457654,647575A,1,599.8448459,600-800,5/21/2012 9:00,winter2012,1,1.211916778,0.697955211
5,42.42640687,853.8149682,647575A,1,841.9574711,800-1000,5/21/2012 12:00,winter2012,3,-0.376714088,1.511036969
5,30,768.9603371,647575A,1,772.5783252,800-1000,5/21/2012 15:00,winter2012,3,-0.475695447,1.241602957
4,0,692.6037828,647575A,1,708.0877762,600-800,5/21/2012 18:00,winter2012,2,-0.714657587,0.999152398
4,0,635.688603,647575A,1,667.5383111,600-800,5/21/2012 21:00,winter2012,2,-0.714657587,0.818432913
5,42.42640687,778.8452991,647575A,1,781.3600402,800-1000,5/22/2012 0:00,winter2012,3,-0.376714088,1.272990106
3,301.4962686,553.1726674,647575A,1,573.3137604,400-600,5/22/2012 3:00,winter2012,1,1.686882199,0.556424826
3,228.4731932,577.0615219,647575A,1,562.8445744,400-600,5/22/2012 6:00,winter2012,1,1.105223852,0.632277727
3,228.4731932,577.0615219,647575A,1,558.0584935,400-600,5/22/2012 9:00,winter2012,1,1.105223852,0.632277727
