crop,d_cover,d_roads,animal_id,use,roaddist,BinRoad,NewDate,Season,cropnew,std_cover,std_roads
4,0,589.4064811,647588A,1,585.4721994,600-800,11/9/2011 0:00,winter2012,2,-0.714657587,0.671475963
3,42.42640687,597.7457654,647588A,1,593.0293875,600-800,11/9/2011 3:00,winter2012,1,-0.376714088,0.697955211
4,0,618.4658438,647588A,1,613.2380673,600-800,11/9/2011 6:00,winter2012,2,-0.714657587,0.76374648
3,30,513.5172831,647588A,1,542.7059313,400-600,11/9/2011 9:00,winter2012,1,-0.475695447,0.430509374
4,0,577.0615219,647588A,1,562.3105493,400-600,11/9/2011 12:00,winter2012,2,-0.714657587,0.632277727
4,0,483.7354649,647588A,1,463.9407248,400-600,11/9/2011 15:00,winter2012,2,-0.714657587,0.335944886
5,30,630.7138812,647588A,1,613.609255,600-800,11/9/2011 18:00,winter2012,3,-0.475695447,0.802636966
5,30,630.7138812,647588A,1,610.5780052,600-800,11/9/2011 21:00,winter2012,3,-0.475695447,0.802636966
3,67.08203932,569.2099788,647588A,1,584.0071617,600-800,11/10/2011 0:00,winter2012,1,-0.180321998,0.607347176
3,30,695.8448103,647588A,1,713.7650645,600-800,11/10/2011 3:00,winter2012,1,-0.475695447,1.009443445
3,42.42640687,662.721661,647588A,1,665.769079,600-800,11/10/2011 6:00,winter2012,1,-0.376714088,0.904269422
3,84.85281374,390,647588A,1,384.3068233,400-600,11/10/2011 9:01,winter2012,1,-0.038770589,0.038312075
4,0,540,647588A,1,531.5923787,400-600,11/10/2011 12:00,winter2012,2,-0.714657587,0.514598416
2,42.42640687,570,647588A,1,575.0812395,400-600,11/10/2011 15:00,winter2012,1,-0.376714088,0.609855684
2,30,450,647588A,1,444.7963038,400-600,11/10/2011 18:01,winter2012,1,-0.475695447,0.228826612
2,30,630,647588A,1,641.7816079,600-800,11/10/2011 21:00,winter2012,1,-0.475695447,0.80037022
3,42.42640687,662.721661,647588A,1,668.5739578,600-800,11/11/2011 0:00,winter2012,1,-0.376714088,0.904269422
3,108.1665383,510,647588A,1,517.4071128,400-600,11/11/2011 3:00,winter2012,1,0.146932662,0.419341148
4,0,543.3231083,647588A,1,547.8323114,400-600,11/11/2011 6:00,winter2012,2,-0.714657587,0.52515009
4,0,480,647588A,1,489.6309484,400-600,11/11/2011 9:00,winter2012,2,-0.714657587,0.32408388
4,0,582.4946352,647588A,1,589.5736778,600-800,11/11/2011 12:00,winter2012,2,-0.714657587,0.649529178
3,60,540,647588A,1,516.515018,400-600,11/11/2011 15:00,winter2012,1,-0.236733307,0.514598416
4,0,540,647588A,1,549.9428821,400-600,11/11/2011 18:01,winter2012,2,-0.714657587,0.514598416
4,0,618.4658438,647588A,1,636.5358279,600-800,11/11/2011 21:00,winter2012,2,-0.714657587,0.76374648
4,0,706.1161378,647588A,1,723.5551488,600-800,11/12/2011 0:00,winter2012,2,-0.714657587,1.042057399
3,30,547.4486277,647588A,1,547.457889,400-600,11/12/2011 3:00,winter2012,1,-0.475695447,0.538249614
3,30,450,647588A,1,469.1057171,400-600,11/12/2011 6:01,winter2012,1,-0.475695447,0.228826612
4,0,480,647588A,1,489.7491906,400-600,11/12/2011 9:00,winter2012,2,-0.714657587,0.32408388
5,67.08203932,394.5883931,647588A,1,415.44282,400-600,11/12/2011 12:00,winter2012,3,-0.180321998,0.052881335
5,30,600.7495318,647588A,1,590.0782697,600-800,11/12/2011 15:00,winter2012,3,-0.475695447,0.707492897
5,30,630.7138812,647588A,1,614.7788497,600-800,11/12/2011 18:00,winter2012,3,-0.475695447,0.802636966
1,30,720.624729,647588A,1,722.7135689,600-800,11/12/2011 21:00,winter2012,1,-0.475695447,1.088125691
3,42.42640687,662.721661,647588A,1,680.0310637,600-800,11/13/2011 0:00,winter2012,1,-0.376714088,0.904269422
3,60,630.7138812,647588A,1,633.94232,600-800,11/13/2011 3:00,winter2012,1,-0.236733307,0.802636966
3,30,626.4183905,647588A,1,626.6332186,600-800,11/13/2011 6:00,winter2012,1,-0.475695447,0.788997743
2,30,660,647588A,1,634.4193948,600-800,11/13/2011 9:00,winter2012,1,-0.475695447,0.895627489
2,67.08203932,420,647588A,1,418.169403,400-600,11/13/2011 12:00,winter2012,1,-0.180321998,0.133569343
3,30,626.4183905,647588A,1,631.5371906,600-800,11/13/2011 15:00,winter2012,1,-0.475695447,0.788997743
5,30,570,647588A,1,568.8080819,400-600,11/13/2011 18:00,winter2012,3,-0.475695447,0.609855684
3,247.3863375,150,647588A,1,159.1027253,0-200,11/13/2011 21:01,winter2012,1,1.255874701,-0.72374607
4,0,752.3961722,647588A,1,776.7896623,800-1000,11/14/2011 0:00,winter2012,2,-0.714657587,1.18900772
3,108.1665383,465.7252409,647588A,1,476.7552478,400-600,11/14/2011 3:00,winter2012,1,0.146932662,0.278758061
4,0,540,647588A,1,540.9341618,400-600,11/14/2011 6:00,winter2012,2,-0.714657587,0.514598416
5,30,480.9365863,647588A,1,487.8331592,400-600,11/14/2011 9:00,winter2012,3,-0.475695447,0.327057768
4,0,510.881591,647588A,1,538.2298676,400-600,11/14/2011 12:00,winter2012,2,-0.714657587,0.422140413
5,30,436.8065934,647588A,1,454.8475365,400-600,11/14/2011 15:00,winter2012,3,-0.475695447,0.186934349
4,0,540,647588A,1,554.0400422,400-600,11/14/2011 18:01,winter2012,2,-0.714657587,0.514598416
5,30,512.6402247,647588A,1,513.4039692,400-600,11/14/2011 21:00,winter2012,3,-0.475695447,0.427724501
5,30,690,647588A,1,689.8612443,600-800,11/15/2011 0:01,winter2012,3,-0.475695447,0.990884757
3,30,695.8448103,647588A,1,718.6050906,600-800,11/15/2011 3:00,winter2012,1,-0.475695447,1.009443445
3,67.08203932,569.2099788,647588A,1,581.0743735,600-800,11/15/2011 6:01,winter2012,1,-0.180321998,0.607347176
5,30,742.1590126,647588A,1,751.1487554,600-800,11/15/2011 9:00,winter2012,3,-0.475695447,1.156502258
4,0,570,647588A,1,574.4692426,400-600,11/15/2011 12:01,winter2012,2,-0.714657587,0.609855684
4,0,582.4946352,647588A,1,593.1342283,600-800,11/15/2011 15:00,winter2012,2,-0.714657587,0.649529178
4,0,540,647588A,1,538.9959422,400-600,11/15/2011 18:00,winter2012,2,-0.714657587,0.514598416
4,0,480,647588A,1,496.7389154,400-600,11/15/2011 21:00,winter2012,2,-0.714657587,0.32408388
3,42.42640687,517.880295,647588A,1,526.1596271,400-600,11/16/2011 0:00,winter2012,1,-0.376714088,0.444362994
3,94.86832981,502.8916384,647588A,1,500.5481512,400-600,11/16/2011 3:00,winter2012,1,0.04100705,0.396770378
4,0,750.5997602,647588A,1,773.4216108,800-1000,11/16/2011 6:00,winter2012,2,-0.714657587,1.183303677
3,216.3330765,602.9925373,647588A,1,621.3251092,600-800,11/16/2011 9:00,winter2012,1,1.008522911,0.714614983
4,0,577.0615219,647588A,1,571.2174368,400-600,11/16/2011 12:00,winter2012,2,-0.714657587,0.632277727
5,30,630.7138812,647588A,1,615.241759,600-800,11/16/2011 15:00,winter2012,3,-0.475695447,0.802636966
5,30,630.7138812,647588A,1,619.1976089,600-800,11/16/2011 18:00,winter2012,3,-0.475695447,0.802636966
4,0,597.7457654,647588A,1,587.7082381,600-800,11/16/2011 21:00,winter2012,2,-0.714657587,0.697955211
3,94.86832981,602.9925373,647588A,1,614.0888042,600-800,11/17/2011 0:00,winter2012,1,0.04100705,0.714614983
3,30,660.6814664,647588A,1,682.5618767,600-800,11/17/2011 3:00,winter2012,1,-0.475695447,0.897791309
3,30,626.4183905,647588A,1,632.5147872,600-800,11/17/2011 6:01,winter2012,1,-0.475695447,0.788997743
3,108.1665383,510,647588A,1,524.5221173,400-600,11/17/2011 9:00,winter2012,1,0.146932662,0.419341148
4,0,582.4946352,647588A,1,599.4006849,600-800,11/17/2011 12:00,winter2012,2,-0.714657587,0.649529178
4,0,582.4946352,647588A,1,566.552159,400-600,11/17/2011 15:00,winter2012,2,-0.714657587,0.649529178
4,0,569.2099788,647588A,1,562.0156364,400-600,11/17/2011 18:00,winter2012,2,-0.714657587,0.607347176
4,0,606.7124525,647588A,1,623.309148,600-800,11/17/2011 21:00,winter2012,2,-0.714657587,0.726426615
2,30,829.7590012,647588A,1,830.1696402,800-1000,11/18/2011 0:00,winter2012,1,-0.475695447,1.434653445
3,42.42640687,662.721661,647588A,1,666.6347513,600-800,11/18/2011 3:00,winter2012,1,-0.376714088,0.904269422
3,30,700.3570518,647588A,1,725.8433778,600-800,11/18/2011 6:00,winter2012,1,-0.475695447,1.023770905
3,30,676.8308504,647588A,1,673.9245692,600-800,11/18/2011 9:00,winter2012,1,-0.475695447,0.949069516
4,0,480,647588A,1,490.6207518,400-600,11/18/2011 12:01,winter2012,2,-0.714657587,0.32408388
4,0,502.8916384,647588A,1,502.9492291,400-600,11/18/2011 15:00,winter2012,2,-0.714657587,0.396770378
4,0,560.4462508,647588A,1,557.0088357,400-600,11/18/2011 18:00,winter2012,2,-0.714657587,0.579520216
4,0,474.341649,647588A,1,485.588335,400-600,11/18/2011 21:00,winter2012,2,-0.714657587,0.306117245
4,0,670.8203932,647588A,1,679.5281751,600-800,11/19/2011 0:00,winter2012,2,-0.714657587,0.929984859
3,84.85281374,540,647588A,1,547.7103893,400-600,11/19/2011 3:01,winter2012,1,-0.038770589,0.514598416
3,84.85281374,570,647588A,1,568.4317877,400-600,11/19/2011 6:00,winter2012,1,-0.038770589,0.609855684
4,0,706.1161378,647588A,1,722.6635808,600-800,11/19/2011 9:00,winter2012,2,-0.714657587,1.042057399
3,30,700.3570518,647588A,1,722.815641,600-800,11/19/2011 12:00,winter2012,1,-0.475695447,1.023770905
4,0,502.8916384,647588A,1,501.8411798,400-600,11/19/2011 15:00,winter2012,2,-0.714657587,0.396770378
4,0,364.9657518,647588A,1,371.5629664,200-400,11/19/2011 18:00,winter2012,2,-0.714657587,-0.041177728
5,30,301.4962686,647588A,1,310.2631016,200-400,11/19/2011 21:00,winter2012,3,-0.475695447,-0.242708714
4,0,655.20989,647588A,1,675.1248492,600-800,11/20/2011 0:00,winter2012,2,-0.714657587,0.880417729
3,67.08203932,632.8506933,647588A,1,651.5550616,600-800,11/20/2011 3:00,winter2012,1,-0.180321998,0.809421862
3,42.42640687,630,647588A,1,631.4572416,600-800,11/20/2011 6:00,winter2012,1,-0.376714088,0.80037022
3,108.1665383,540,647588A,1,553.0642821,400-600,11/20/2011 9:00,winter2012,1,0.146932662,0.514598416
5,30,436.8065934,647588A,1,459.3014527,400-600,11/20/2011 12:00,winter2012,3,-0.475695447,0.186934349
4,0,210,647588A,1,232.4635199,200-400,11/20/2011 15:00,winter2012,2,-0.714657587,-0.533231534
4,0,342.0526275,647588A,1,341.5343238,200-400,11/20/2011 18:01,winter2012,2,-0.714657587,-0.113932449
4,0,371.0795063,647588A,1,396.0069844,400-600,11/20/2011 21:01,winter2012,2,-0.714657587,-0.021765076
3,60,666.1080993,647588A,1,665.2893997,600-800,11/21/2011 0:00,winter2012,1,-0.236733307,0.915022184
3,108.1665383,540,647588A,1,538.0325666,400-600,11/21/2011 3:01,winter2012,1,0.146932662,0.514598416
4,0,684.1052551,647588A,1,680.4761345,600-800,11/21/2011 6:00,winter2012,2,-0.714657587,0.972167513
4,0,742.1590126,647588A,1,737.3746894,600-800,11/21/2011 9:01,winter2012,2,-0.714657587,1.156502258
2,67.08203932,641.3267498,647588A,1,660.0599374,600-800,11/21/2011 12:00,winter2012,1,-0.180321998,0.836335395
4,0,540,647588A,1,552.261936,400-600,11/21/2011 15:00,winter2012,2,-0.714657587,0.514598416
3,60,379.4733192,647588A,1,396.0967839,400-600,11/21/2011 18:00,winter2012,1,-0.236733307,0.004887313
4,0,602.9925373,647588A,1,604.1252844,600-800,11/21/2011 21:00,winter2012,2,-0.714657587,0.714614983
4,0,742.1590126,647588A,1,740.2763319,600-800,11/22/2011 0:00,winter2012,2,-0.714657587,1.156502258
3,67.08203932,750,647588A,1,738.2085986,600-800,11/22/2011 3:00,winter2012,1,-0.180321998,1.181399293
3,30,780,647588A,1,779.1309296,800-1000,11/22/2011 6:00,winter2012,1,-0.475695447,1.276656561
2,30,794.2921377,647588A,1,799.4976882,800-1000,11/22/2011 9:00,winter2012,1,-0.475695447,1.322037561
4,0,780.5767099,647588A,1,788.2466528,800-1000,11/22/2011 12:01,winter2012,2,-0.714657587,1.278487755
3,42.42640687,517.880295,647588A,1,516.2615832,400-600,11/22/2011 15:01,winter2012,1,-0.376714088,0.444362994
4,0,632.8506933,647588A,1,621.8521908,600-800,11/22/2011 18:00,winter2012,2,-0.714657587,0.809421862
4,0,570,647588A,1,566.6493459,400-600,11/22/2011 21:00,winter2012,2,-0.714657587,0.609855684
4,0,794.2921377,647588A,1,821.3671448,800-1000,11/23/2011 0:00,winter2012,2,-0.714657587,1.322037561
4,0,543.3231083,647588A,1,553.9287892,400-600,11/23/2011 6:02,winter2012,2,-0.714657587,0.52515009
3,60,523.9274759,647588A,1,527.7648137,400-600,11/23/2011 9:00,winter2012,1,-0.236733307,0.463564258
3,67.08203932,453.9823785,647588A,1,466.9334957,400-600,11/23/2011 12:00,winter2012,1,-0.180321998,0.241471628
4,0,570.7889277,647588A,1,582.1136575,600-800,11/23/2011 15:01,winter2012,2,-0.714657587,0.612360721
4,0,540.8326913,647588A,1,539.5565963,400-600,11/23/2011 18:00,winter2012,2,-0.714657587,0.517242413
4,0,494.7726751,647588A,1,503.5384253,400-600,11/23/2011 21:00,winter2012,2,-0.714657587,0.370990702
3,30,553.1726674,647588A,1,565.1604281,400-600,11/24/2011 0:00,winter2012,1,-0.475695447,0.556424826
3,127.2792206,510,647588A,1,516.8954233,400-600,11/24/2011 3:00,winter2012,1,0.299172911,0.419341148
3,120,540.8326913,647588A,1,559.9234475,400-600,11/24/2011 6:00,winter2012,1,0.241190973,0.517242413
3,84.85281374,540,647588A,1,541.5569907,400-600,11/24/2011 9:00,winter2012,1,-0.038770589,0.514598416
3,108.1665383,465.7252409,647588A,1,485.9804163,400-600,11/24/2011 12:00,winter2012,1,0.146932662,0.278758061
4,0,540,647588A,1,560.3577191,400-600,11/24/2011 15:01,winter2012,2,-0.714657587,0.514598416
4,0,540.8326913,647588A,1,536.9222183,400-600,11/24/2011 18:00,winter2012,2,-0.714657587,0.517242413
3,60,390,647588A,1,396.5347706,400-600,11/24/2011 21:00,winter2012,1,-0.236733307,0.038312075
3,42.42640687,692.6037828,647588A,1,683.4681408,600-800,11/25/2011 0:00,winter2012,1,-0.376714088,0.999152398
5,30,742.1590126,647588A,1,737.1838657,600-800,11/25/2011 3:00,winter2012,3,-0.475695447,1.156502258
3,161.5549442,662.721661,647588A,1,675.3377595,600-800,11/25/2011 6:00,winter2012,1,0.57219292,0.904269422
3,60,666.1080993,647588A,1,674.4395459,600-800,11/25/2011 9:00,winter2012,1,-0.236733307,0.915022184
4,0,543.3231083,647588A,1,556.9573216,400-600,11/25/2011 12:00,winter2012,2,-0.714657587,0.52515009
4,0,384.1874542,647588A,1,384.4903992,400-600,11/25/2011 15:01,winter2012,2,-0.714657587,0.019855834
4,0,632.8506933,647588A,1,613.8608493,600-800,11/25/2011 18:00,winter2012,2,-0.714657587,0.809421862
4,0,632.8506933,647588A,1,627.4636407,600-800,11/25/2011 21:00,winter2012,2,-0.714657587,0.809421862
3,42.42640687,611.8823416,647588A,1,637.6492073,600-800,11/26/2011 0:00,winter2012,1,-0.376714088,0.742842266
3,60,577.0615219,647588A,1,591.3024939,600-800,11/26/2011 3:00,winter2012,1,-0.236733307,0.632277727
4,0,782.3042886,647588A,1,798.1994637,800-1000,11/26/2011 6:00,winter2012,2,-0.714657587,1.283973236
4,0,778.8452991,647588A,1,777.8457764,800-1000,11/26/2011 9:00,winter2012,2,-0.714657587,1.272990106
4,0,778.8452991,647588A,1,777.7818202,800-1000,11/26/2011 12:00,winter2012,2,-0.714657587,1.272990106
4,0,647.6109943,647588A,1,666.7046222,600-800,11/26/2011 15:00,winter2012,2,-0.714657587,0.856289394
4,0,647.6109943,647588A,1,660.7855074,600-800,11/26/2011 18:00,winter2012,2,-0.714657587,0.856289394
4,0,632.8506933,647588A,1,641.9926993,600-800,11/26/2011 21:00,winter2012,2,-0.714657587,0.809421862
4,0,720,647588A,1,736.8468393,600-800,11/27/2011 0:01,winter2012,2,-0.714657587,1.086142025
3,161.5549442,450,647588A,1,463.56377,400-600,11/27/2011 3:00,winter2012,1,0.57219292,0.228826612
3,241.8677324,247.3863375,647588A,1,266.7349981,200-400,11/27/2011 6:00,winter2012,1,1.211916778,-0.414520854
5,60,400.2499219,647588A,1,406.137472,400-600,11/27/2011 9:00,winter2012,3,-0.236733307,0.070858061
3,42.42640687,342.0526275,647588A,1,347.3599807,200-400,11/27/2011 12:01,winter2012,1,-0.376714088,-0.113932449
4,0,256.3201124,647588A,1,277.0369155,200-400,11/27/2011 15:01,winter2012,2,-0.714657587,-0.386153955
4,0,270,647588A,1,263.0432298,200-400,11/27/2011 18:01,winter2012,2,-0.714657587,-0.342716997
4,0,453.9823785,647588A,1,461.9696086,400-600,11/27/2011 21:00,winter2012,2,-0.714657587,0.241471628
4,0,676.8308504,647588A,1,681.7449022,600-800,11/28/2011 0:00,winter2012,2,-0.714657587,0.949069516
3,60,570,647588A,1,559.9158539,400-600,11/28/2011 3:00,winter2012,1,-0.236733307,0.609855684
2,134.1640786,540,647588A,1,540.587724,400-600,11/28/2011 6:00,winter2012,1,0.354013591,0.514598416
2,67.08203932,420,647588A,1,414.6469233,400-600,11/28/2011 9:00,winter2012,1,-0.180321998,0.133569343
3,84.85281374,424.2640687,647588A,1,434.6291463,400-600,11/28/2011 12:00,winter2012,1,-0.038770589,0.147108795
4,0,553.1726674,647588A,1,568.46238,400-600,11/28/2011 15:00,winter2012,2,-0.714657587,0.556424826
4,0,540.8326913,647588A,1,553.9656349,400-600,11/28/2011 18:00,winter2012,2,-0.714657587,0.517242413
4,0,611.8823416,647588A,1,609.0595526,600-800,11/28/2011 21:00,winter2012,2,-0.714657587,0.742842266
3,84.85281374,570,647588A,1,584.8568379,600-800,11/29/2011 0:00,winter2012,1,-0.038770589,0.609855684
3,228.4731932,330,647588A,1,342.622487,200-400,11/29/2011 3:00,winter2012,1,1.105223852,-0.152202461
3,256.3201124,256.3201124,647588A,1,257.8705996,200-400,11/29/2011 6:00,winter2012,1,1.327035833,-0.386153955
3,134.1640786,330,647588A,1,328.6260735,200-400,11/29/2011 9:00,winter2012,1,0.354013591,-0.152202461
5,42.42640687,408.0441153,647588A,1,429.9459138,400-600,11/29/2011 12:00,winter2012,3,-0.376714088,0.095606513
4,0,480.9365863,647588A,1,488.0321902,400-600,11/29/2011 15:00,winter2012,2,-0.714657587,0.327057768
1,30,720.624729,647588A,1,709.1763688,600-800,11/29/2011 18:00,winter2012,1,-0.475695447,1.088125691
4,0,655.20989,647588A,1,664.3240303,600-800,11/29/2011 21:01,winter2012,2,-0.714657587,0.880417729
3,84.85281374,540,647588A,1,555.8989301,400-600,11/30/2011 0:00,winter2012,1,-0.038770589,0.514598416
3,127.2792206,436.8065934,647588A,1,434.6533117,400-600,11/30/2011 3:00,winter2012,1,0.299172911,0.186934349
3,169.7056275,270,647588A,1,284.5820518,200-400,11/30/2011 6:00,winter2012,1,0.63711641,-0.342716997
4,0,800.4998438,647588A,1,802.9742589,800-1000,11/30/2011 9:01,winter2012,2,-0.714657587,1.341748532
3,150,331.3608305,647588A,1,347.9688636,200-400,11/30/2011 12:00,winter2012,1,0.480153113,-0.147881494
4,0,540,647588A,1,534.5243347,400-600,11/30/2011 15:00,winter2012,2,-0.714657587,0.514598416
4,0,296.9848481,647588A,1,301.0939355,200-400,11/30/2011 18:00,winter2012,2,-0.714657587,-0.257033567
4,0,400.2499219,647588A,1,402.337954,400-600,11/30/2011 21:00,winter2012,2,-0.714657587,0.070858061
5,30,421.0700654,647588A,1,442.8489393,400-600,12/1/2011 0:00,winter2012,3,-0.475695447,0.13696706
3,67.08203932,488.3646179,647588A,1,495.5984056,400-600,12/1/2011 3:00,winter2012,1,-0.180321998,0.350643568
3,150,480,647588A,1,493.5952147,400-600,12/1/2011 6:01,winter2012,1,0.480153113,0.32408388
3,30,700.3570518,647588A,1,719.7879041,600-800,12/1/2011 9:00,winter2012,1,-0.475695447,1.023770905
3,67.08203932,488.3646179,647588A,1,487.6996771,400-600,12/1/2011 12:00,winter2012,1,-0.180321998,0.350643568
4,0,540,647588A,1,544.1026117,400-600,12/1/2011 15:01,winter2012,2,-0.714657587,0.514598416
4,0,480,647588A,1,485.8116821,400-600,12/1/2011 18:01,winter2012,2,-0.714657587,0.32408388
4,0,474.341649,647588A,1,482.6013804,400-600,12/1/2011 21:01,winter2012,2,-0.714657587,0.306117245
4,0,872.0665112,647588A,1,870.2352928,800-1000,12/2/2011 0:00,winter2012,2,-0.714657587,1.56899004
2,42.42640687,789.1767863,647588A,1,802.9429494,800-1000,12/2/2011 3:00,winter2012,1,-0.376714088,1.305795081
4,0,740.9453421,647588A,1,742.752345,600-800,12/2/2011 6:01,winter2012,2,-0.714657587,1.152648561
3,84.85281374,458.9117562,647588A,1,460.0487446,400-600,12/2/2011 9:00,winter2012,1,-0.038770589,0.257123597
4,0,450,647588A,1,451.3701121,400-600,12/2/2011 12:00,winter2012,2,-0.714657587,0.228826612
4,0,713.0918594,647588A,1,728.7123254,600-800,12/2/2011 15:00,winter2012,2,-0.714657587,1.064207005
4,0,636.3961031,647588A,1,653.6930021,600-800,12/2/2011 18:00,winter2012,2,-0.714657587,0.820679397
5,30,742.1590126,647588A,1,753.5618953,600-800,12/2/2011 21:00,winter2012,3,-0.475695447,1.156502258
3,30,523.9274759,647588A,1,533.3709667,400-600,12/3/2011 0:00,winter2012,1,-0.475695447,0.463564258
5,67.08203932,42.42640687,647588A,1,45.47014865,0-200,12/3/2011 3:01,winter2012,3,-0.180321998,-1.06531829
4,0,540,647588A,1,527.9555275,400-600,12/3/2011 6:00,winter2012,2,-0.714657587,0.514598416
3,42.42640687,483.7354649,647588A,1,512.4994323,400-600,12/3/2011 9:00,winter2012,1,-0.376714088,0.335944886
3,123.6931688,361.2478374,647588A,1,363.0721129,200-400,12/3/2011 12:00,winter2012,1,0.270608557,-0.052983007
5,30,360,647588A,1,376.6014136,200-400,12/3/2011 15:00,winter2012,3,-0.475695447,-0.056945193
4,0,632.8506933,647588A,1,614.8152415,600-800,12/3/2011 18:00,winter2012,2,-0.714657587,0.809421862
5,30,630.7138812,647588A,1,635.6815109,600-800,12/3/2011 21:00,winter2012,3,-0.475695447,0.802636966
4,0,782.3042886,647588A,1,799.2570063,800-1000,12/4/2011 0:01,winter2012,2,-0.714657587,1.283973236
4,0,807.7747211,647588A,1,798.3416951,800-1000,12/4/2011 3:00,winter2012,2,-0.714657587,1.36484803
3,161.5549442,450,647588A,1,465.5829227,400-600,12/4/2011 6:00,winter2012,1,0.57219292,0.228826612
3,268.3281573,268.3281573,647588A,1,278.5129852,200-400,12/4/2011 9:00,winter2012,1,1.42268477,-0.348025503
3,189.7366596,270,647588A,1,279.0812143,200-400,12/4/2011 12:00,winter2012,1,0.796671687,-0.342716997
4,0,335.4101966,647588A,1,351.1530885,200-400,12/4/2011 15:00,winter2012,2,-0.714657587,-0.135023776
4,0,270,647588A,1,279.0298937,200-400,12/4/2011 18:00,winter2012,2,-0.714657587,-0.342716997
4,0,300,647588A,1,293.3013729,200-400,12/4/2011 21:00,winter2012,2,-0.714657587,-0.247459729
4,0,713.0918594,647588A,1,733.1943407,600-800,12/5/2011 0:00,winter2012,2,-0.714657587,1.064207005
4,0,771.2976079,647588A,1,768.9220659,800-1000,12/5/2011 3:00,winter2012,2,-0.714657587,1.249024358
4,0,713.0918594,647588A,1,727.2555173,600-800,12/5/2011 6:00,winter2012,2,-0.714657587,1.064207005
3,254.5584412,212.1320344,647588A,1,228.5115309,200-400,12/5/2011 9:01,winter2012,1,1.313003409,-0.526461808
4,0,713.0918594,647588A,1,730.2052229,600-800,12/5/2011 12:00,winter2012,2,-0.714657587,1.064207005
5,30,436.8065934,647588A,1,432.994408,400-600,12/5/2011 15:01,winter2012,3,-0.475695447,0.186934349
5,30,630.7138812,647588A,1,619.1976089,600-800,12/5/2011 18:00,winter2012,3,-0.475695447,0.802636966
4,0,577.0615219,647588A,1,562.1755717,400-600,12/5/2011 21:01,winter2012,2,-0.714657587,0.632277727
4,0,785.1751397,647588A,1,787.6400268,800-1000,12/6/2011 0:00,winter2012,2,-0.714657587,1.293088884
3,180,420,647588A,1,438.3083701,400-600,12/6/2011 3:02,winter2012,1,0.719115253,0.133569343
4,0,480,647588A,1,494.717915,400-600,12/6/2011 9:00,winter2012,2,-0.714657587,0.32408388
4,0,480,647588A,1,495.5894765,400-600,12/6/2011 12:00,winter2012,2,-0.714657587,0.32408388
4,0,379.4733192,647588A,1,376.5436554,200-400,12/6/2011 15:02,winter2012,2,-0.714657587,0.004887313
4,0,120,647588A,1,118.5701724,0-200,12/6/2011 18:00,winter2012,2,-0.714657587,-0.819003338
4,0,134.1640786,647588A,1,140.0182718,0-200,12/6/2011 21:00,winter2012,2,-0.714657587,-0.774028957
4,0,480.9365863,647588A,1,468.9760144,400-600,12/7/2011 0:00,winter2012,2,-0.714657587,0.327057768
2,30,570,647588A,1,570.5407066,400-600,12/7/2011 3:01,winter2012,1,-0.475695447,0.609855684
5,30,630.7138812,647588A,1,633.3020252,600-800,12/7/2011 9:00,winter2012,3,-0.475695447,0.802636966
5,30,630.7138812,647588A,1,616.4387629,600-800,12/7/2011 12:00,winter2012,3,-0.475695447,0.802636966
3,30,400.2499219,647588A,1,397.9931474,400-600,12/7/2011 15:00,winter2012,1,-0.475695447,0.070858061
4,0,240,647588A,1,245.3886089,200-400,12/7/2011 18:00,winter2012,2,-0.714657587,-0.437974266
4,0,120,647588A,1,116.0944065,0-200,12/7/2011 21:01,winter2012,2,-0.714657587,-0.819003338
3,30,335.4101966,647588A,1,353.0579014,200-400,12/8/2011 0:00,winter2012,1,-0.475695447,-0.135023776
3,295.4657341,120,647588A,1,120.7456809,0-200,12/8/2011 3:00,winter2012,1,1.63884655,-0.819003338
4,0,510.881591,647588A,1,510.0818084,400-600,12/8/2011 6:00,winter2012,2,-0.714657587,0.422140413
4,0,480,647588A,1,499.7457605,400-600,12/8/2011 9:00,winter2012,2,-0.714657587,0.32408388
3,127.2792206,300,647588A,1,317.3199671,200-400,12/8/2011 12:00,winter2012,1,0.299172911,-0.247459729
4,0,510,647588A,1,519.756143,400-600,12/8/2011 15:01,winter2012,2,-0.714657587,0.419341148
4,0,474.341649,647588A,1,464.4368629,400-600,12/8/2011 18:00,winter2012,2,-0.714657587,0.306117245
3,60,523.9274759,647588A,1,528.5969674,400-600,12/8/2011 21:00,winter2012,1,-0.236733307,0.463564258
3,30,494.7726751,647588A,1,515.6465598,400-600,12/9/2011 0:00,winter2012,1,-0.475695447,0.370990702
3,161.5549442,450,647588A,1,452.6663081,400-600,12/9/2011 3:00,winter2012,1,0.57219292,0.228826612
3,234.3074903,210,647588A,1,216.9689326,200-400,12/9/2011 6:01,winter2012,1,1.15169639,-0.533231534
5,30,450,647588A,1,456.8491968,400-600,12/9/2011 9:00,winter2012,3,-0.475695447,0.228826612
3,120,247.3863375,647588A,1,264.3830662,200-400,12/9/2011 12:01,winter2012,1,0.241190973,-0.414520854
4,0,270,647588A,1,269.0083597,200-400,12/9/2011 15:01,winter2012,2,-0.714657587,-0.342716997
4,0,450,647588A,1,471.4026385,400-600,12/9/2011 18:00,winter2012,2,-0.714657587,0.228826612
4,0,523.9274759,647588A,1,541.14649,400-600,12/9/2011 21:00,winter2012,2,-0.714657587,0.463564258
